State,Hospital Name,PSI_90_SAFETY,State Average,Difference
MS,PATIENTS CHOICE MEDICAL CENTER,1.027118279,1.027118279,0
MS,PEARL RIVER COUNTY HOSPITAL,1.027118279,1.027118279,0
MS,PERRY COUNTY GENERAL HOSP,1.027118279,1.027118279,0
MS,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,1.027118279,1.027118279,0
MS,PONTOTOC HEALTH SERVICE CAH,1.027118279,1.027118279,0
MS,QUITMAN COUNTY HOSPITAL CAH,1.027118279,1.027118279,0
MS,RUSH FOUNDATION HOSPITAL,1.218642,1.027118279,0.191523721
MS,SCOTT REGIONAL HOSPITAL CAH,1.027118279,1.027118279,0
MS,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,0.996595,1.027118279,-0.030523279
MS,SIMPSON GENERAL HOSPITAL CAH,1.027118279,1.027118279,0
MS,SINGING RIVER HOSPITAL,1.134291,1.027118279,0.107172721
MS,SOUTH CENTRAL REG MED CTR,1.058723,1.027118279,0.031604721
MS,SOUTH SUNFLOWER COUNTY HOSPITAL,1.097872,1.027118279,0.070753721
MS,SOUTHWEST MS REGIONAL MEDICAL CENTER,1.107539,1.027118279,0.080420721
MS,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,1.026373,1.027118279,-0.000745279
MS,STONE COUNTY HOSPITAL,1.027118279,1.027118279,0
MS,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,1.027118279,1.027118279,0
MS,TIPPAH COUNTY HOSPITAL,1.027118279,1.027118279,0
MS,TISHOMINGO HEALTH SERVICES INC,0.995103,1.027118279,-0.032015279
MS,TRACE REGIONAL HOSP AND SWING BED,0.99669,1.027118279,-0.030428279
MS,TYLER HOLMES MEMORIAL HOSPITAL CAH,1.027118279,1.027118279,0
MS,UNIVERSITY OF MISSISSIPPI MED CENTER,1.52066,1.027118279,0.493541721
MS,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,1.011584,1.027118279,-0.015534279
MS,WALTHALL COUNTY GENERAL HOSPITAL CAH,1.027118279,1.027118279,0
MS,WAYNE GENERAL HOSPITAL,0.982573,1.027118279,-0.044545279
MS,WEBSTER GENERAL HOSPITAL/ SWING BED,0.989875,1.027118279,-0.037243279
MS,WHITFIELD MEDICAL SURGICAL HOSPITAL,0.999432,1.027118279,-0.027686279
MS,WINSTON MEDICAL CENTER & SWINGBED,0.997997,1.027118279,-0.029121279
MS,YALOBUSHA GENERAL HOSPITAL,0.996139,1.027118279,-0.030979279
MT,BARRETT HOSPITAL & HEALTHCARE,0.924643231,0.924643231,0
MT,BEARTOOTH BILLINGS CLINIC,0.924643231,0.924643231,0
MT,BENEFIS HOSPITALS INC,0.898371,0.924643231,-0.026272231
MT,BENEFIS TETON MEDICAL CENTER,0.924643231,0.924643231,0
MT,BIG HORN CO MEMORIAL HOSPITAL,0.924643231,0.924643231,0
MT,BIG SANDY MEDICAL CENTER,0.924643231,0.924643231,0
MT,BIG SKY MEDICAL CENTER,0.924643231,0.924643231,0
MT,BILLINGS CLINIC HOSPITAL,0.81,0.924643231,-0.114643231
MT,BOZEMAN HEALTH DEACONESS HOSPITAL,0.881453,0.924643231,-0.043190231
MT,BROADWATER HEALTH CENTER,0.924643231,0.924643231,0
MT,CABINET PEAKS MEDICAL CENTER,0.924643231,0.924643231,0
MT,CENTRAL MONTANA MEDICAL CENTER,0.924643231,0.924643231,0
MT,CLARK FORK VALLEY HOSPITAL,0.924643231,0.924643231,0
MT,COMMUNITY HOSPITAL OF ANACONDA,0.924643231,0.924643231,0
MT,COMMUNITY MEDICAL CENTER,1.038759,0.924643231,0.114115769
MT,DAHL MEMORIAL HEALTHCARE ASSOC,0.924643231,0.924643231,0
MT,DANIELS MEMORIAL HOSPITAL,0.924643231,0.924643231,0
MT,DEER LODGE MEDICAL CENTER,0.924643231,0.924643231,0
MT,FALLON MEDICAL COMPLEX HOSPITAL,0.924643231,0.924643231,0
MT,FRANCES MAHON DEACONESS HOSPITAL,0.924643231,0.924643231,0
MT,GARFIELD COUNTY HEALTH CENTER,0.924643231,0.924643231,0
MT,GLENDIVE MEDICAL CENTER,0.924643231,0.924643231,0
MT,GRANITE COUNTY MEDICAL CENTER,0.924643231,0.924643231,0
MT,GREAT FALLS CLINIC HOSPITAL,0.98,0.924643231,0.055356769
MT,HOLY ROSARY HEALTHCARE,0.924643231,0.924643231,0
MT,KALISPELL REGIONAL MEDICAL CENTER,0.81372,0.924643231,-0.110923231
MT,LIBERTY MEDICAL CENTER,0.924643231,0.924643231,0
MT,LIVINGSTON HEALTHCARE,0.924643231,0.924643231,0
MT,MADISON VALLEY MEDICAL CENTER,0.924643231,0.924643231,0
MT,MARCUS DALY MEMORIAL HOSPITAL - CAH,0.924643231,0.924643231,0
MT,MARIAS MEDICAL CENTER,0.924643231,0.924643231,0
MT,MCCONE COUNTY HEALTH CENTER,0.924643231,0.924643231,0
MT,MINERAL COMMUNITY HOSPITAL,0.924643231,0.924643231,0
MT,MISSOURI RIVER MEDICAL CENTER,0.924643231,0.924643231,0
MT,MOUNTAINVIEW MEDICAL CENTER,0.924643231,0.924643231,0
MT,NORTH VALLEY HOSPITAL,0.924643231,0.924643231,0
MT,NORTHERN MONTANA HOSPITAL,0.944473,0.924643231,0.019829769
MT,NORTHERN ROCKIES MEDICAL CENTER,0.924643231,0.924643231,0
MT,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,0.997282,0.924643231,0.072638769
MT,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,0.924643231,0.924643231,0
MT,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,0.924643231,0.924643231,0
MT,PHILLIPS COUNTY MEDICAL CENTER,0.924643231,0.924643231,0
MT,PIONEER MEDICAL CENTER,0.924643231,0.924643231,0
MT,PONDERA MEDICAL CENTER,0.924643231,0.924643231,0
MT,POPLAR COMMUNITY HOSPITAL,0.924643231,0.924643231,0
MT,PRAIRIE COMMUNITY HOSPITAL,0.924643231,0.924643231,0
MT,PROVIDENCE ST JOSEPH MEDICAL CENTER,0.924643231,0.924643231,0
MT,ROOSEVELT MEDICAL CENTER,0.924643231,0.924643231,0
MT,ROSEBUD HEALTH CARE CENTER,0.924643231,0.924643231,0
MT,ROUNDUP MEMORIAL HEALTHCARE,0.924643231,0.924643231,0
MT,RUBY VALLEY HOSPITAL,0.924643231,0.924643231,0
MT,SHERIDAN MEMORIAL HOSPTIAL,0.924643231,0.924643231,0
MT,SIDNEY HEALTH CENTER,0.924643231,0.924643231,0
MT,ST JAMES HEALTHCARE,1.058008,0.924643231,0.133364769
MT,ST LUKE COMMUNITY HOSPITAL,0.924643231,0.924643231,0
MT,ST PATRICK HOSPITAL,0.72,0.924643231,-0.204643231
MT,ST PETER'S HOSPITAL,1.028671,0.924643231,0.104027769
MT,ST VINCENT HEALTHCARE,0.848006,0.924643231,-0.076637231
MT,STILLWATER BILLINGS CLINIC,0.924643231,0.924643231,0
MT,THE HEALTHCENTER,1.001619,0.924643231,0.076975769
MT,TRINITY HOSPITAL,0.924643231,0.924643231,0
MT,WHEATLAND MEMORIAL HOSPITAL,0.924643231,0.924643231,0
NC,ALAMANCE REGIONAL MEDICAL CENTER,1.075319,0.994622738,0.080696262
NC,ALLEGHANY COUNTY MEMORIAL HOSPITAL,0.994622738,0.994622738,0
NC,ANGEL MEDICAL CENTER,0.994622738,0.994622738,0
NC,ASHE MEMORIAL HOSPITAL,0.994622738,0.994622738,0
NC,BETSY JOHNSON REGIONAL  HOSPITAL,1.00018,0.994622738,0.005557262
NC,"BLUE RIDGE REGIONAL HOSPITAL, INC",0.994622738,0.994622738,0
NC,CALDWELL MEMORIAL HOSPITAL,1.051454,0.994622738,0.056831262
NC,CAPE FEAR VALLEY HOKE HOSPITAL,0.999216,0.994622738,0.004593262
NC,CAPE FEAR VALLEY MEDICAL CENTER,1.096064,0.994622738,0.101441262
NC,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,0.994622738,0.994622738,0
NC,CAROLINA EAST MEDICAL CENTER,0.749239,0.994622738,-0.245383738
NC,CAROLINAS HEALTH CARE SYSTEM ANSON,0.998112,0.994622738,0.003489262
NC,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,1.119816,0.994622738,0.125193262
NC,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,0.973772,0.994622738,-0.020850738
NC,CAROLINAS HEALTHCARE SYSTEM LINCOLN,0.948905,0.994622738,-0.045717738
NC,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,1.04,0.994622738,0.045377262
NC,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,0.79,0.994622738,-0.204622738
NC,CAROLINAS HEALTHCARE SYSTEM STANLY,1.04,0.994622738,0.045377262
NC,CAROLINAS HEALTHCARE SYSTEM UNION,1.073994,0.994622738,0.079371262
NC,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,1.284633,0.994622738,0.290010262
NC,CAROLINAS MED CTR-UNIVERSITY,0.936076,0.994622738,-0.058546738
NC,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,0.808484,0.994622738,-0.186138738
NC,CAROMONT REGIONAL MEDICAL CENTER,0.7,0.994622738,-0.294622738
NC,CARTERET GENERAL HOSPITAL,1.186203,0.994622738,0.191580262
NC,CATAWBA VALLEY MEDICAL CENTER,1.201308,0.994622738,0.206685262
NC,CENTRAL CAROLINA HOSPITAL,1.008743,0.994622738,0.014120262
NC,CHARLES A CANNON JR MEMORIAL HOSPITAL,0.994622738,0.994622738,0
NC,CHATHAM HOSPITAL INC,0.994622738,0.994622738,0
NC,CHEROKEE INDIAN HOSPITAL AUTHORITY,0.998235,0.994622738,0.003612262
NC,COLUMBUS REGIONAL HEALTHCARE SYSTEM,1.069134,0.994622738,0.074511262
NC,DAVIE MEDICAL CENTER,0.994622738,0.994622738,0
NC,DAVIS REGIONAL MEDICAL CENTER,1.045131,0.994622738,0.050508262
NC,DUKE HEALTH RALEIGH HOSPITAL,0.74875,0.994622738,-0.245872738
NC,DUKE REGIONAL HOSPITAL,0.945953,0.994622738,-0.048669738
NC,DUKE UNIVERSITY HOSPITAL,0.916144,0.994622738,-0.078478738
NC,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,0.994622738,0.994622738,0
NC,FIRSTHEALTH MOORE REGIONAL HOSPITAL,0.878058,0.994622738,-0.116564738
NC,FRYE REGIONAL MEDICAL CENTER,0.941348,0.994622738,-0.053274738
NC,GRANVILLE HEALTH SYSTEMS,0.990898,0.994622738,-0.003724738
NC,HALIFAX REGIONAL MEDICAL CENTER INC,1.042063,0.994622738,0.047440262
NC,HARRIS REGIONAL HOSPITAL,1.137623,0.994622738,0.143000262
NC,HAYWOOD REGIONAL MEDICAL CENTER,0.890813,0.994622738,-0.103809738
NC,HIGH POINT REGIONAL HOSPITAL,1.21,0.994622738,0.215377262
NC,HIGHLANDS CASHIERS HOSPITAL INC,0.994622738,0.994622738,0
NC,HUGH CHATHAM MEMORIAL HOSPITAL,0.900159,0.994622738,-0.094463738
NC,IREDELL MEMORIAL HOSPITAL INC,1.053062,0.994622738,0.058439262
NC,J ARTHUR DOSHER MEMORIAL HOSPITAL,0.994622738,0.994622738,0
NC,JOHNSTON HEALTH,0.989052,0.994622738,-0.005570738
NC,LAKE NORMAN REGIONAL MEDICAL CENTER,1.170108,0.994622738,0.175485262
NC,LEXINGTON MEMORIAL HOSPITAL INC,1.06,0.994622738,0.065377262
NC,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,0.994622738,0.994622738,0
NC,MARGARET R PARDEE MEMORIAL HOSPITAL,0.903156,0.994622738,-0.091466738
NC,MARIA PARHAM MEDICAL CENTER,0.890004,0.994622738,-0.104618738
NC,MARTIN GENERAL HOSPITAL,0.958955,0.994622738,-0.035667738
NC,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,0.889768,0.994622738,-0.104854738
NC,MOREHEAD MEMORIAL HOSPITAL,0.992377,0.994622738,-0.002245738
NC,MURPHY MEDICAL CENTER INC,0.994622738,0.994622738,0
NC,NASH GENERAL HOSPITAL,1.185656,0.994622738,0.191033262
NC,NEW HANOVER REGIONAL MEDICAL CENTER,1.144211,0.994622738,0.149588262
NC,NORTH CAROLINA BAPTIST HOSPITAL,1.014854,0.994622738,0.020231262
NC,NORTH CAROLINA SPECIALTY HOSPITAL,0.852915,0.994622738,-0.141707738
NC,NORTHERN HOSPITAL OF SURRY COUNTY,0.993504,0.994622738,-0.001118738
NC,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,0.837476,0.994622738,-0.157146738
NC,NOVANT HEALTH FORSYTH MEDICAL CENTER,1.013602,0.994622738,0.018979262
NC,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,1.007802,0.994622738,0.013179262
NC,NOVANT HEALTH MATTHEWS MEDICAL CENTER,0.987992,0.994622738,-0.006630738
NC,NOVANT HEALTH MEDICAL PARK HOSPITAL,0.83767,0.994622738,-0.156952738
NC,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,1.098506,0.994622738,0.103883262
NC,NOVANT HEALTH ROWAN MEDICAL CENTER,0.855705,0.994622738,-0.138917738
NC,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,1.001673,0.994622738,0.007050262
NC,ONSLOW MEMORIAL HOSPITAL,1.021549,0.994622738,0.026926262
NC,OUR COMMUNITY HOSPITAL,0.994622738,0.994622738,0
NC,PARK RIDGE HEALTH,0.926324,0.994622738,-0.068298738
NC,PENDER MEMORIAL HOSPITAL,0.994622738,0.994622738,0
NC,PERSON MEMORIAL HOSPITAL,0.97546,0.994622738,-0.019162738
NC,RANDOLPH HOSPITAL,1.111063,0.994622738,0.116440262
NC,REX HOSPITAL,0.765612,0.994622738,-0.229010738
NC,RUTHERFORD REGIONAL MEDICAL CENTER,0.91453,0.994622738,-0.080092738
NC,SAMPSON REGIONAL MEDICAL CENTER,0.956328,0.994622738,-0.038294738
NC,SANDHILLS REGIONAL MEDICAL CENTER,1.009778,0.994622738,0.015155262
NC,SCOTLAND MEMORIAL HOSPITAL,0.979047,0.994622738,-0.015575738
NC,SENTARA ALBEMARLE MEDICAL CENTER,0.978186,0.994622738,-0.016436738
NC,SOUTHEASTERN REGIONAL MEDICAL CENTER,1.038225,0.994622738,0.043602262
NC,ST LUKES HOSPITAL,1.125305,0.994622738,0.130682262
NC,SWAIN COUNTY HOSPITAL,0.994622738,0.994622738,0
NC,THE MCDOWELL HOSPITAL,0.983609,0.994622738,-0.011013738
NC,THE MOSES H CONE MEMORIAL HOSPITAL,0.71,0.994622738,-0.284622738
NC,"THE OUTER BANKS HOSPITAL, INC",0.994622738,0.994622738,0
NC,"TRANSYLVANIA REGIONAL HOSPITAL, INC",0.994622738,0.994622738,0
NC,UNC LENOIR HEALTH CARE,1.43,0.994622738,0.435377262
NC,UNIVERSITY OF NORTH CAROLINA HOSPITAL,1.10327,0.994622738,0.108647262
NC,VIDANT BEAUFORT HOSPITAL,0.857045,0.994622738,-0.137577738
NC,VIDANT BERTIE  HOSPITAL,0.994622738,0.994622738,0
NC,VIDANT CHOWAN HOSPITAL,0.994622738,0.994622738,0
NC,VIDANT DUPLIN  HOSPITAL,0.993963,0.994622738,-0.000659738
NC,VIDANT EDGECOMBE HOSPITAL,0.991479,0.994622738,-0.003143738
NC,VIDANT MEDICAL CENTER,0.827905,0.994622738,-0.166717738
NC,VIDANT ROANOKE CHOWAN HOSPITAL,1.002004,0.994622738,0.007381262
NC,"WAKEMED, CARY HOSPITAL",1.112404,0.994622738,0.117781262
NC,"WAKEMED, RALEIGH CAMPUS",1.203729,0.994622738,0.209106262
NC,WASHINGTON COUNTY HOSP INC,0.994622738,0.994622738,0
NC,WATAUGA MEDICAL CENTER,0.957192,0.994622738,-0.037430738
NC,WAYNE MEMORIAL HOSPITAL,0.995218,0.994622738,0.000595262
NC,WILKES REGIONAL MEDICAL CENTER,1.00521,0.994622738,0.010587262
NC,WILMINGTON TREATMENT CENTER,0.994622738,0.994622738,0
NC,WILSON MEDICAL CENTER,1.04,0.994622738,0.045377262
ND,ALTRU HOSPITAL,1.083155,1.00273775,0.08041725
ND,ASHLEY MEDICAL CENTER,1.00273775,1.00273775,0
ND,CARRINGTON HEALTH CENTER,1.00273775,1.00273775,0
ND,CCMH & CLINICS,1.00273775,1.00273775,0
ND,CHI LISBON HEALTH,1.00273775,1.00273775,0
ND,CHI MERCY HEALTH,1.00273775,1.00273775,0
ND,CHI OAKES HOSPITAL,1.00273775,1.00273775,0
ND,CHI ST ALEXIUS HEALTH BISMARCK,0.993627,1.00273775,-0.00911075
ND,CHI ST ALEXIUS HEALTH DEVILS LAKE,1.00273775,1.00273775,0
ND,CHI ST ALEXIUS HEALTH DICKINSON,1.00273775,1.00273775,0
ND,CHI ST ALEXIUS HEALTH TURTLE LAKE,1.00273775,1.00273775,0
ND,CHI ST ALEXIUS HEALTH WILLISTON,1.00273775,1.00273775,0
ND,COOPERSTOWN MEDICAL CENTER,1.00273775,1.00273775,0
ND,ESSENTIA HEALTH-FARGO,1,1.00273775,-0.00273775
ND,FIRST CARE HEALTH CENTER,1.00273775,1.00273775,0
ND,GARRISON MEMORIAL HOSPITAL,1.00273775,1.00273775,0
ND,HEART OF AMERICA MEDICAL CENTER,1.00273775,1.00273775,0
ND,JACOBSON MEMORIAL HOSPITAL CARE CENTER,1.00273775,1.00273775,0
ND,JAMESTOWN REGIONAL MEDICAL CENTER,1.00273775,1.00273775,0
ND,KENMARE COMMUNITY HOSPITAL,1.00273775,1.00273775,0
ND,LINTON HOSPITAL - CAH,1.00273775,1.00273775,0
ND,MCKENZIE COUNTY HEALTHCARE SYSTEMS,1.00273775,1.00273775,0
ND,MOUNTRAIL COUNTY MEDICAL CENTER,1.00273775,1.00273775,0
ND,NELSON COUNTY HEALTH SYSTEM,1.00273775,1.00273775,0
ND,NORTHWOOD DEACONESS HEALTH CENTER,1.00273775,1.00273775,0
ND,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,0.998593,1.00273775,-0.00414475
ND,PEMBINA COUNTY MEMORIAL HOSPITAL,1.00273775,1.00273775,0
ND,PRESENTATION MEDICAL CENTER,1.00273775,1.00273775,0
ND,SAKAKAWEA MEDICAL CENTER - CAH,1.00273775,1.00273775,0
ND,SANFORD HILLSBORO,1.00273775,1.00273775,0
ND,SANFORD MAYVILLE,1.00273775,1.00273775,0
ND,SANFORD MEDICAL CENTER BISMARCK,1.090799,1.00273775,0.08806125
ND,SANFORD MEDICAL CENTER FARGO,0.907769,1.00273775,-0.09496875
ND,SOUTHWEST HEALTHCARE SERVICES,1.00273775,1.00273775,0
ND,ST ALOISIUS MEDICAL CENTER,1.00273775,1.00273775,0
ND,ST ANDREWS HEALTH CENTER - CAH,1.00273775,1.00273775,0
ND,ST LUKE'S HOSPITAL,1.00273775,1.00273775,0
ND,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,0.999951,1.00273775,-0.00278675
ND,TIOGA MEDICAL CENTER,1.00273775,1.00273775,0
ND,TOWNER COUNTY MEDICAL CENTER,1.00273775,1.00273775,0
ND,TRINITY HOSPITALS,0.948008,1.00273775,-0.05472975
ND,UNITY MEDICAL CENTER,1.00273775,1.00273775,0
ND,WEST RIVER REGIONAL MEDICAL CENTER-CAH,1.00273775,1.00273775,0
ND,WISHEK COMMUNITY HOSPITAL,1.00273775,1.00273775,0
NE,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,0.989902692,0.989902692,0
NE,ANTELOPE MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,AVERA CREIGHTON HOSPITAL,0.989902692,0.989902692,0
NE,AVERA ST ANTHONY'S HOSPITAL,0.989902692,0.989902692,0
NE,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",0.989902692,0.989902692,0
NE,BELLEVUE MEDICAL CENTER,1.00835,0.989902692,0.018447308
NE,BOONE COUNTY HEALTH CENTER,0.989902692,0.989902692,0
NE,BOX BUTTE GENERAL HOSPITAL,0.989902692,0.989902692,0
NE,BOYS TOWN NATIONAL RESEARCH HOSPITAL,0.989902692,0.989902692,0
NE,BRODSTONE MEMORIAL HOSP,0.989902692,0.989902692,0
NE,BROWN COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,BRYAN MEDICAL CENTER,0.86589,0.989902692,-0.124012692
NE,BUTLER COUNTY HEALTH CARE CENTER,0.989902692,0.989902692,0
NE,CALLAWAY DISTRICT HOSPITAL,0.989902692,0.989902692,0
NE,CHADRON COMMUNITY HOSPITAL CORP,0.989902692,0.989902692,0
NE,CHASE COUNTY COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,CHERRY COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,1.03,0.989902692,0.040097308
NE,CHI HEALTH GOOD SAMARITAN,1.021329,0.989902692,0.031426308
NE,CHI HEALTH IMMANUEL,0.924,0.989902692,-0.065902692
NE,CHI HEALTH LAKESIDE,1.349208,0.989902692,0.359305308
NE,CHI HEALTH MIDLANDS,0.98718,0.989902692,-0.002722692
NE,CHI HEALTH NEBRASKA HEART,0.767295,0.989902692,-0.222607692
NE,CHI HEALTH PLAINVIEW,0.989902692,0.989902692,0
NE,CHI HEALTH SCHUYLER,0.989902692,0.989902692,0
NE,CHI HEALTH ST ELIZABETH,1.16,0.989902692,0.170097308
NE,CHI HEALTH ST FRANCIS,1.18,0.989902692,0.190097308
NE,CHI HEALTH ST MARY'S,0.989902692,0.989902692,0
NE,CHILDREN'S HOSPITAL & MEDICAL CENTER,0.989902692,0.989902692,0
NE,COLUMBUS COMMUNITY HOSPITAL,0.956432,0.989902692,-0.033470692
NE,COMMUNITY HOSPITAL,1.018712,0.989902692,0.028809308
NE,"COMMUNITY MEDICAL CENTER, INC",0.989902692,0.989902692,0
NE,COMMUNITY MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,COZAD COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,CRETE AREA MEDICAL CENTER,0.989902692,0.989902692,0
NE,DUNDY COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,FAITH REGIONAL HEALTH SERVICES,1.054493,0.989902692,0.064590308
NE,FILLMORE COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,FRANKLIN COUNTY MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,FREMONT HEALTH MEDICAL CENTER,1.14,0.989902692,0.150097308
NE,GENOA COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,GORDON MEMORIAL HOSPITAL DISTRICT,0.989902692,0.989902692,0
NE,GOTHENBURG MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,GREAT PLAINS HEALTH,0.858161,0.989902692,-0.131741692
NE,HARLAN COUNTY HEALTH SYSTEM,0.989902692,0.989902692,0
NE,HENDERSON HEALTH CARE SERVICES,0.989902692,0.989902692,0
NE,HOWARD COUNTY MEDICAL CENTER,0.989902692,0.989902692,0
NE,JEFFERSON COMMUNITY HEALTH CENTER,0.989902692,0.989902692,0
NE,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,0.989902692,0.989902692,0
NE,JOHNSON COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,0.989902692,0.989902692,0
NE,KEARNEY REGIONAL MEDICAL CENTER,0.95054,0.989902692,-0.039362692
NE,KIMBALL HEALTH SERVICES,0.989902692,0.989902692,0
NE,LEXINGTON REGIONAL HEALTH CENTER,0.989902692,0.989902692,0
NE,LINCOLN SURGICAL HOSPITAL,0.791803,0.989902692,-0.198099692
NE,MARY LANNING HEALTHCARE,1.091317,0.989902692,0.101414308
NE,MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,0.989902692,0.989902692,0
NE,MEMORIAL HEALTH CARE SYSTEMS,0.989902692,0.989902692,0
NE,MEMORIAL HOSPITAL,0.97461,0.989902692,-0.015292692
NE,MERRICK MEDICAL CENTER,0.989902692,0.989902692,0
NE,METHODIST HOSPITAL,0.890066,0.989902692,-0.099836692
NE,MIDWEST SURGICAL HOSPITAL LLC,0.892326,0.989902692,-0.097576692
NE,MORRILL COUNTY COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,NEBRASKA ORTHOPAEDIC HOSPITAL,0.783234,0.989902692,-0.206668692
NE,"NEBRASKA SPINE HOSPITAL, LLC",0.812695,0.989902692,-0.177207692
NE,NEMAHA COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,NIOBRARA VALLEY HOSPITAL,0.989902692,0.989902692,0
NE,OAKLAND MERCY HOSPITAL,0.989902692,0.989902692,0
NE,OGALLALA COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,OSMOND GENERAL HOSPITAL,0.989902692,0.989902692,0
NE,PAWNEE COUNTY MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,PENDER COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,PERKINS COUNTY HEALTH SERVICES,0.989902692,0.989902692,0
NE,PHELPS MEMORIAL HEALTH CENTER,0.989902692,0.989902692,0
NE,PROVIDENCE MEDICAL CENTER,0.630772,0.989902692,-0.359130692
NE,REGIONAL WEST GARDEN COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,REGIONAL WEST MEDICAL CENTER,1.519882,0.989902692,0.529979308
NE,ROCK COUNTY HOSPITAL,0.989902692,0.989902692,0
NE,SAUNDERS MEDICAL CENTER,0.989902692,0.989902692,0
NE,SIDNEY REGIONAL MEDICAL CENTER,0.989902692,0.989902692,0
NE,ST FRANCIS MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,THAYER COUNTY HEALTH SERVICES,0.989902692,0.989902692,0
NE,THE NEBRASKA MEDICAL CENTER,1.079175,0.989902692,0.089272308
NE,TRI VALLEY HEALTH SYSTEM,0.989902692,0.989902692,0
NE,VALLEY COUNTY HEALTH SYSTEM,0.989902692,0.989902692,0
NE,WARREN MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,WEBSTER COUNTY COMMUNITY HOSPITAL,0.989902692,0.989902692,0
NE,WEST HOLT MEMORIAL HOSPITAL,0.989902692,0.989902692,0
NE,YORK GENERAL HOSPITAL,0.989902692,0.989902692,0
NH,ALICE PECK DAY MEMORIAL HOSPITAL,0.951246308,0.951246308,0
NH,ANDROSCOGGIN VALLEY HOSPITAL,0.951246308,0.951246308,0
NH,CATHOLIC MEDICAL CENTER,0.82805,0.951246308,-0.123196308
NH,CHESHIRE MEDICAL CENTER,0.920115,0.951246308,-0.031131308
NH,CONCORD HOSPITAL,0.918225,0.951246308,-0.033021308
NH,COTTAGE HOSPITAL,0.951246308,0.951246308,0
NH,ELLIOT HOSPITAL,0.814731,0.951246308,-0.136515308
NH,EXETER HOSPITAL INC,1.1226,0.951246308,0.171353692
NH,FRANKLIN REGIONAL HOSPITAL,0.951246308,0.951246308,0
NH,FRISBIE MEMORIAL HOSPITAL,0.856317,0.951246308,-0.094929308
NH,HUGGINS HOSPITAL,0.951246308,0.951246308,0
NH,LAKES REGION GENERAL HOSPITAL,1.145419,0.951246308,0.194172692
NH,LITTLETON REGIONAL HEALTHCARE,0.951246308,0.951246308,0
NH,MARY HITCHCOCK MEMORIAL HOSPITAL,0.974316,0.951246308,0.023069692
NH,"MEMORIAL HOSPITAL, THE",0.951246308,0.951246308,0
NH,MONADNOCK COMMUNITY HOSPITAL,0.951246308,0.951246308,0
NH,NEW LONDON HOSPITAL,0.951246308,0.951246308,0
NH,PARKLAND MEDICAL CENTER,0.872533,0.951246308,-0.078713308
