State,Hospital Name,Rankings,Average,Difference
MS,SIMPSON GENERAL HOSPITAL CAH,43.3,42.79789474,0.502105263
MS,SINGING RIVER HOSPITAL,41.72,42.79789474,-1.077894737
MS,SOUTH CENTRAL REG MED CTR,41.7,42.79789474,-1.097894737
MS,SOUTH SUNFLOWER COUNTY HOSPITAL,42.14,42.79789474,-0.657894737
MS,SOUTHWEST MS REGIONAL MEDICAL CENTER,42.02,42.79789474,-0.777894737
MS,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,43.28,42.79789474,0.482105263
MS,STONE COUNTY HOSPITAL,39.64,42.79789474,-3.157894737
MS,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,44.2,42.79789474,1.402105263
MS,TIPPAH COUNTY HOSPITAL,42.88,42.79789474,0.082105263
MS,TISHOMINGO HEALTH SERVICES INC,46.54,42.79789474,3.742105263
MS,TRACE REGIONAL HOSP AND SWING BED,43.4,42.79789474,0.602105263
MS,TYLER HOLMES MEMORIAL HOSPITAL CAH,43.78,42.79789474,0.982105263
MS,UNIVERSITY OF MISSISSIPPI MED CENTER,41.86,42.79789474,-0.937894737
MS,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,40.16,42.79789474,-2.637894737
MS,WALTHALL COUNTY GENERAL HOSPITAL CAH,43,42.79789474,0.202105263
MS,WAYNE GENERAL HOSPITAL,42.7,42.79789474,-0.097894737
MS,WEBSTER GENERAL HOSPITAL/ SWING BED,42.56,42.79789474,-0.237894737
MS,WHITFIELD MEDICAL SURGICAL HOSPITAL,40.96,42.79789474,-1.837894737
MS,WINSTON MEDICAL CENTER & SWINGBED,44.14,42.79789474,1.342105263
MS,YALOBUSHA GENERAL HOSPITAL,43.32,42.79789474,0.522105263
MT,BARRETT HOSPITAL & HEALTHCARE,45.86,42.05516129,3.80483871
MT,BEARTOOTH BILLINGS CLINIC,44.36,42.05516129,2.30483871
MT,BENEFIS HOSPITALS INC,41.14,42.05516129,-0.91516129
MT,BENEFIS TETON MEDICAL CENTER,41.52,42.05516129,-0.53516129
MT,BIG HORN CO MEMORIAL HOSPITAL,40.96,42.05516129,-1.09516129
MT,BIG SANDY MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,BIG SKY MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,BILLINGS CLINIC HOSPITAL,42.3,42.05516129,0.24483871
MT,BOZEMAN HEALTH DEACONESS HOSPITAL,42.66,42.05516129,0.60483871
MT,BROADWATER HEALTH CENTER,40.96,42.05516129,-1.09516129
MT,CABINET PEAKS MEDICAL CENTER,42.3,42.05516129,0.24483871
MT,CENTRAL MONTANA MEDICAL CENTER,42.94,42.05516129,0.88483871
MT,CLARK FORK VALLEY HOSPITAL,43.22,42.05516129,1.16483871
MT,COMMUNITY HOSPITAL OF ANACONDA,42.56,42.05516129,0.50483871
MT,COMMUNITY MEDICAL CENTER,41.28,42.05516129,-0.77516129
MT,DAHL MEMORIAL HEALTHCARE ASSOC,40.96,42.05516129,-1.09516129
MT,DANIELS MEMORIAL HOSPITAL,40.96,42.05516129,-1.09516129
MT,DEER LODGE MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,FALLON MEDICAL COMPLEX HOSPITAL,40.96,42.05516129,-1.09516129
MT,FRANCES MAHON DEACONESS HOSPITAL,45.54,42.05516129,3.48483871
MT,GARFIELD COUNTY HEALTH CENTER,40.96,42.05516129,-1.09516129
MT,GLENDIVE MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,GRANITE COUNTY MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,GREAT FALLS CLINIC HOSPITAL,42.12,42.05516129,0.06483871
MT,HOLY ROSARY HEALTHCARE,42.52,42.05516129,0.46483871
MT,KALISPELL REGIONAL MEDICAL CENTER,42.28,42.05516129,0.22483871
MT,LIBERTY MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,LIVINGSTON HEALTHCARE,42.58,42.05516129,0.52483871
MT,MADISON VALLEY MEDICAL CENTER,45.62,42.05516129,3.56483871
MT,MARCUS DALY MEMORIAL HOSPITAL - CAH,42.76,42.05516129,0.70483871
MT,MARIAS MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,MCCONE COUNTY HEALTH CENTER,40.96,42.05516129,-1.09516129
MT,MINERAL COMMUNITY HOSPITAL,41.72,42.05516129,-0.33516129
MT,MISSOURI RIVER MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,MOUNTAINVIEW MEDICAL CENTER,43.52,42.05516129,1.46483871
MT,NORTH VALLEY HOSPITAL,43.74,42.05516129,1.68483871
MT,NORTHERN MONTANA HOSPITAL,39.36,42.05516129,-2.69516129
MT,NORTHERN ROCKIES MEDICAL CENTER,43.16,42.05516129,1.10483871
MT,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,37.98,42.05516129,-4.07516129
MT,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,40.96,42.05516129,-1.09516129
MT,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,40.96,42.05516129,-1.09516129
MT,PHILLIPS COUNTY MEDICAL CENTER,44.88,42.05516129,2.82483871
MT,PIONEER MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,PONDERA MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,POPLAR COMMUNITY HOSPITAL,40.96,42.05516129,-1.09516129
MT,PRAIRIE COMMUNITY HOSPITAL,40.96,42.05516129,-1.09516129
MT,PROVIDENCE ST JOSEPH MEDICAL CENTER,43.32,42.05516129,1.26483871
MT,ROOSEVELT MEDICAL CENTER,40.96,42.05516129,-1.09516129
MT,ROSEBUD HEALTH CARE CENTER,40.96,42.05516129,-1.09516129
MT,ROUNDUP MEMORIAL HEALTHCARE,40.96,42.05516129,-1.09516129
MT,RUBY VALLEY HOSPITAL,43.68,42.05516129,1.62483871
MT,SHERIDAN MEMORIAL HOSPTIAL,42.42,42.05516129,0.36483871
MT,SIDNEY HEALTH CENTER,41.96,42.05516129,-0.09516129
MT,ST JAMES HEALTHCARE,42,42.05516129,-0.05516129
MT,ST LUKE COMMUNITY HOSPITAL,43.66,42.05516129,1.60483871
MT,ST PATRICK HOSPITAL,43.26,42.05516129,1.20483871
MT,ST PETER'S HOSPITAL,42.68,42.05516129,0.62483871
MT,ST VINCENT HEALTHCARE,42.56,42.05516129,0.50483871
MT,STILLWATER BILLINGS CLINIC,44.12,42.05516129,2.06483871
MT,THE HEALTHCENTER,43.32,42.05516129,1.26483871
MT,TRINITY HOSPITAL,42.52,42.05516129,0.46483871
MT,WHEATLAND MEMORIAL HOSPITAL,40.96,42.05516129,-1.09516129
NC,ALAMANCE REGIONAL MEDICAL CENTER,41.36,42.40679245,-1.046792453
NC,ALLEGHANY COUNTY MEMORIAL HOSPITAL,43.5,42.40679245,1.093207547
NC,ANGEL MEDICAL CENTER,42.86,42.40679245,0.453207547
NC,ASHE MEMORIAL HOSPITAL,44.1,42.40679245,1.693207547
NC,BETSY JOHNSON REGIONAL  HOSPITAL,42.08,42.40679245,-0.326792453
NC,"BLUE RIDGE REGIONAL HOSPITAL, INC",43.98,42.40679245,1.573207547
NC,CALDWELL MEMORIAL HOSPITAL,40.98,42.40679245,-1.426792453
NC,CAPE FEAR VALLEY HOKE HOSPITAL,44.6,42.40679245,2.193207547
NC,CAPE FEAR VALLEY MEDICAL CENTER,41.42,42.40679245,-0.986792453
NC,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,42.16,42.40679245,-0.246792453
NC,CAROLINA EAST MEDICAL CENTER,42.72,42.40679245,0.313207547
NC,CAROLINAS HEALTH CARE SYSTEM ANSON,40.96,42.40679245,-1.446792453
NC,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,42.7,42.40679245,0.293207547
NC,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,43.44,42.40679245,1.033207547
NC,CAROLINAS HEALTHCARE SYSTEM LINCOLN,43.16,42.40679245,0.753207547
NC,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,42.34,42.40679245,-0.066792453
NC,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,42.62,42.40679245,0.213207547
NC,CAROLINAS HEALTHCARE SYSTEM STANLY,41.58,42.40679245,-0.826792453
NC,CAROLINAS HEALTHCARE SYSTEM UNION,40.84,42.40679245,-1.566792453
NC,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,42.18,42.40679245,-0.226792453
NC,CAROLINAS MED CTR-UNIVERSITY,42.1,42.40679245,-0.306792453
NC,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,42.04,42.40679245,-0.366792453
NC,CAROMONT REGIONAL MEDICAL CENTER,41.7,42.40679245,-0.706792453
NC,CARTERET GENERAL HOSPITAL,43.9,42.40679245,1.493207547
NC,CATAWBA VALLEY MEDICAL CENTER,42.68,42.40679245,0.273207547
NC,CENTRAL CAROLINA HOSPITAL,41.74,42.40679245,-0.666792453
NC,CHARLES A CANNON JR MEMORIAL HOSPITAL,45.1,42.40679245,2.693207547
NC,CHATHAM HOSPITAL INC,45.7,42.40679245,3.293207547
NC,CHEROKEE INDIAN HOSPITAL AUTHORITY,44.34,42.40679245,1.933207547
NC,COLUMBUS REGIONAL HEALTHCARE SYSTEM,42.24,42.40679245,-0.166792453
NC,DAVIE MEDICAL CENTER,40.96,42.40679245,-1.446792453
NC,DAVIS REGIONAL MEDICAL CENTER,42.22,42.40679245,-0.186792453
NC,DUKE HEALTH RALEIGH HOSPITAL,41.98,42.40679245,-0.426792453
NC,DUKE REGIONAL HOSPITAL,42.54,42.40679245,0.133207547
NC,DUKE UNIVERSITY HOSPITAL,42.98,42.40679245,0.573207547
NC,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,40.96,42.40679245,-1.446792453
NC,FIRSTHEALTH MOORE REGIONAL HOSPITAL,43.62,42.40679245,1.213207547
NC,FRYE REGIONAL MEDICAL CENTER,41.44,42.40679245,-0.966792453
NC,GRANVILLE HEALTH SYSTEMS,41.42,42.40679245,-0.986792453
NC,HALIFAX REGIONAL MEDICAL CENTER INC,41.28,42.40679245,-1.126792453
NC,HARRIS REGIONAL HOSPITAL,42.2,42.40679245,-0.206792453
NC,HAYWOOD REGIONAL MEDICAL CENTER,41.46,42.40679245,-0.946792453
NC,HIGH POINT REGIONAL HOSPITAL,41.3,42.40679245,-1.106792453
NC,HIGHLANDS CASHIERS HOSPITAL INC,43.46,42.40679245,1.053207547
NC,HUGH CHATHAM MEMORIAL HOSPITAL,42.66,42.40679245,0.253207547
NC,IREDELL MEMORIAL HOSPITAL INC,41.32,42.40679245,-1.086792453
NC,J ARTHUR DOSHER MEMORIAL HOSPITAL,44.02,42.40679245,1.613207547
NC,JOHNSTON HEALTH,43.34,42.40679245,0.933207547
NC,LAKE NORMAN REGIONAL MEDICAL CENTER,41.64,42.40679245,-0.766792453
NC,LEXINGTON MEMORIAL HOSPITAL INC,42.36,42.40679245,-0.046792453
NC,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,40.96,42.40679245,-1.446792453
NC,MARGARET R PARDEE MEMORIAL HOSPITAL,42.38,42.40679245,-0.026792453
NC,MARIA PARHAM MEDICAL CENTER,39.88,42.40679245,-2.526792453
NC,MARTIN GENERAL HOSPITAL,43.2,42.40679245,0.793207547
NC,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,43.2,42.40679245,0.793207547
NC,MOREHEAD MEMORIAL HOSPITAL,42.36,42.40679245,-0.046792453
NC,MURPHY MEDICAL CENTER INC,42.04,42.40679245,-0.366792453
NC,NASH GENERAL HOSPITAL,41.46,42.40679245,-0.946792453
NC,NEW HANOVER REGIONAL MEDICAL CENTER,43.74,42.40679245,1.333207547
NC,NORTH CAROLINA BAPTIST HOSPITAL,42.04,42.40679245,-0.366792453
NC,NORTH CAROLINA SPECIALTY HOSPITAL,44.9,42.40679245,2.493207547
NC,NORTHERN HOSPITAL OF SURRY COUNTY,42.64,42.40679245,0.233207547
NC,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,42.88,42.40679245,0.473207547
NC,NOVANT HEALTH FORSYTH MEDICAL CENTER,41.38,42.40679245,-1.026792453
NC,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,41.34,42.40679245,-1.066792453
NC,NOVANT HEALTH MATTHEWS MEDICAL CENTER,41.38,42.40679245,-1.026792453
NC,NOVANT HEALTH MEDICAL PARK HOSPITAL,44.48,42.40679245,2.073207547
NC,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,41.02,42.40679245,-1.386792453
NC,NOVANT HEALTH ROWAN MEDICAL CENTER,41.36,42.40679245,-1.046792453
NC,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,40.96,42.40679245,-1.446792453
NC,ONSLOW MEMORIAL HOSPITAL,41,42.40679245,-1.406792453
NC,OUR COMMUNITY HOSPITAL,40.96,42.40679245,-1.446792453
NC,PARK RIDGE HEALTH,43,42.40679245,0.593207547
NC,PENDER MEMORIAL HOSPITAL,44.74,42.40679245,2.333207547
NC,PERSON MEMORIAL HOSPITAL,41.06,42.40679245,-1.346792453
NC,RANDOLPH HOSPITAL,41.46,42.40679245,-0.946792453
NC,REX HOSPITAL,42.66,42.40679245,0.253207547
NC,RUTHERFORD REGIONAL MEDICAL CENTER,42.4,42.40679245,-0.006792453
NC,SAMPSON REGIONAL MEDICAL CENTER,41.4,42.40679245,-1.006792453
NC,SANDHILLS REGIONAL MEDICAL CENTER,42.92,42.40679245,0.513207547
NC,SCOTLAND MEMORIAL HOSPITAL,43.1,42.40679245,0.693207547
NC,SENTARA ALBEMARLE MEDICAL CENTER,42.08,42.40679245,-0.326792453
NC,SOUTHEASTERN REGIONAL MEDICAL CENTER,40.74,42.40679245,-1.666792453
NC,ST LUKES HOSPITAL,44.58,42.40679245,2.173207547
NC,SWAIN COUNTY HOSPITAL,43.9,42.40679245,1.493207547
NC,THE MCDOWELL HOSPITAL,43.2,42.40679245,0.793207547
NC,THE MOSES H CONE MEMORIAL HOSPITAL,42.3,42.40679245,-0.106792453
NC,"THE OUTER BANKS HOSPITAL, INC",44.14,42.40679245,1.733207547
NC,"TRANSYLVANIA REGIONAL HOSPITAL, INC",42.64,42.40679245,0.233207547
NC,UNC LENOIR HEALTH CARE,40.98,42.40679245,-1.426792453
NC,UNIVERSITY OF NORTH CAROLINA HOSPITAL,43.26,42.40679245,0.853207547
NC,VIDANT BEAUFORT HOSPITAL,42.84,42.40679245,0.433207547
NC,VIDANT BERTIE  HOSPITAL,45.24,42.40679245,2.833207547
NC,VIDANT CHOWAN HOSPITAL,42.96,42.40679245,0.553207547
NC,VIDANT DUPLIN  HOSPITAL,42.58,42.40679245,0.173207547
NC,VIDANT EDGECOMBE HOSPITAL,43.36,42.40679245,0.953207547
NC,VIDANT MEDICAL CENTER,42.62,42.40679245,0.213207547
NC,VIDANT ROANOKE CHOWAN HOSPITAL,42.24,42.40679245,-0.166792453
NC,"WAKEMED, CARY HOSPITAL",40.92,42.40679245,-1.486792453
NC,"WAKEMED, RALEIGH CAMPUS",42.28,42.40679245,-0.126792453
NC,WASHINGTON COUNTY HOSP INC,40.96,42.40679245,-1.446792453
NC,WATAUGA MEDICAL CENTER,42.3,42.40679245,-0.106792453
NC,WAYNE MEMORIAL HOSPITAL,41.24,42.40679245,-1.166792453
NC,WILKES REGIONAL MEDICAL CENTER,43.42,42.40679245,1.013207547
NC,WILMINGTON TREATMENT CENTER,40.96,42.40679245,-1.446792453
NC,WILSON MEDICAL CENTER,40.8,42.40679245,-1.606792453
ND,ALTRU HOSPITAL,42.96,42.45363636,0.506363636
ND,ASHLEY MEDICAL CENTER,40.96,42.45363636,-1.493636364
ND,CARRINGTON HEALTH CENTER,45.84,42.45363636,3.386363636
ND,CCMH & CLINICS,45.36,42.45363636,2.906363636
ND,CHI LISBON HEALTH,40.96,42.45363636,-1.493636364
ND,CHI MERCY HEALTH,42.58,42.45363636,0.126363636
ND,CHI OAKES HOSPITAL,40.96,42.45363636,-1.493636364
ND,CHI ST ALEXIUS HEALTH BISMARCK,41.62,42.45363636,-0.833636364
ND,CHI ST ALEXIUS HEALTH DEVILS LAKE,40.96,42.45363636,-1.493636364
ND,CHI ST ALEXIUS HEALTH DICKINSON,43.02,42.45363636,0.566363636
ND,CHI ST ALEXIUS HEALTH TURTLE LAKE,40.96,42.45363636,-1.493636364
ND,CHI ST ALEXIUS HEALTH WILLISTON,41.82,42.45363636,-0.633636364
ND,COOPERSTOWN MEDICAL CENTER,40.96,42.45363636,-1.493636364
ND,ESSENTIA HEALTH-FARGO,42.04,42.45363636,-0.413636364
ND,FIRST CARE HEALTH CENTER,45.5,42.45363636,3.046363636
ND,GARRISON MEMORIAL HOSPITAL,40.96,42.45363636,-1.493636364
ND,HEART OF AMERICA MEDICAL CENTER,44.9,42.45363636,2.446363636
ND,JACOBSON MEMORIAL HOSPITAL CARE CENTER,42.32,42.45363636,-0.133636364
ND,JAMESTOWN REGIONAL MEDICAL CENTER,43.46,42.45363636,1.006363636
ND,KENMARE COMMUNITY HOSPITAL,40.96,42.45363636,-1.493636364
ND,LINTON HOSPITAL - CAH,40.96,42.45363636,-1.493636364
ND,MCKENZIE COUNTY HEALTHCARE SYSTEMS,40.96,42.45363636,-1.493636364
ND,MOUNTRAIL COUNTY MEDICAL CENTER,40.96,42.45363636,-1.493636364
ND,NELSON COUNTY HEALTH SYSTEM,40.96,42.45363636,-1.493636364
ND,NORTHWOOD DEACONESS HEALTH CENTER,44.92,42.45363636,2.466363636
ND,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,39.16,42.45363636,-3.293636364
ND,PEMBINA COUNTY MEMORIAL HOSPITAL,45.1,42.45363636,2.646363636
ND,PRESENTATION MEDICAL CENTER,45.9,42.45363636,3.446363636
ND,SAKAKAWEA MEDICAL CENTER - CAH,42.26,42.45363636,-0.193636364
ND,SANFORD HILLSBORO,45.02,42.45363636,2.566363636
ND,SANFORD MAYVILLE,46.02,42.45363636,3.566363636
ND,SANFORD MEDICAL CENTER BISMARCK,41.42,42.45363636,-1.033636364
ND,SANFORD MEDICAL CENTER FARGO,40.6,42.45363636,-1.853636364
ND,SOUTHWEST HEALTHCARE SERVICES,40.96,42.45363636,-1.493636364
ND,ST ALOISIUS MEDICAL CENTER,43.98,42.45363636,1.526363636
ND,ST ANDREWS HEALTH CENTER - CAH,40.96,42.45363636,-1.493636364
ND,ST LUKE'S HOSPITAL,40.96,42.45363636,-1.493636364
ND,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,40.96,42.45363636,-1.493636364
ND,TIOGA MEDICAL CENTER,40.96,42.45363636,-1.493636364
ND,TOWNER COUNTY MEDICAL CENTER,45.44,42.45363636,2.986363636
ND,TRINITY HOSPITALS,40.52,42.45363636,-1.933636364
ND,UNITY MEDICAL CENTER,41.3,42.45363636,-1.153636364
ND,WEST RIVER REGIONAL MEDICAL CENTER-CAH,43.54,42.45363636,1.086363636
ND,WISHEK COMMUNITY HOSPITAL,45.04,42.45363636,2.586363636
NE,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,47.02,43.48134831,3.538651685
NE,ANTELOPE MEMORIAL HOSPITAL,44.38,43.48134831,0.898651685
NE,AVERA CREIGHTON HOSPITAL,45.32,43.48134831,1.838651685
NE,AVERA ST ANTHONY'S HOSPITAL,43.68,43.48134831,0.198651685
NE,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",44.06,43.48134831,0.578651685
NE,BELLEVUE MEDICAL CENTER,43.54,43.48134831,0.058651685
NE,BOONE COUNTY HEALTH CENTER,44.84,43.48134831,1.358651685
NE,BOX BUTTE GENERAL HOSPITAL,43.9,43.48134831,0.418651685
NE,BOYS TOWN NATIONAL RESEARCH HOSPITAL,40.96,43.48134831,-2.521348315
NE,BRODSTONE MEMORIAL HOSP,44.26,43.48134831,0.778651685
NE,BROWN COUNTY HOSPITAL,40.96,43.48134831,-2.521348315
NE,BRYAN MEDICAL CENTER,42.76,43.48134831,-0.721348315
NE,BUTLER COUNTY HEALTH CARE CENTER,44.66,43.48134831,1.178651685
NE,CALLAWAY DISTRICT HOSPITAL,45.98,43.48134831,2.498651685
NE,CHADRON COMMUNITY HOSPITAL CORP,42.86,43.48134831,-0.621348315
NE,CHASE COUNTY COMMUNITY HOSPITAL,42.3,43.48134831,-1.181348315
NE,CHERRY COUNTY HOSPITAL,43.36,43.48134831,-0.121348315
NE,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,41.9,43.48134831,-1.581348315
NE,CHI HEALTH GOOD SAMARITAN,41.98,43.48134831,-1.501348315
NE,CHI HEALTH IMMANUEL,41.48,43.48134831,-2.001348315
NE,CHI HEALTH LAKESIDE,42.26,43.48134831,-1.221348315
NE,CHI HEALTH MIDLANDS,43,43.48134831,-0.481348315
NE,CHI HEALTH NEBRASKA HEART,43.24,43.48134831,-0.241348315
NE,CHI HEALTH PLAINVIEW,40.96,43.48134831,-2.521348315
NE,CHI HEALTH SCHUYLER,40.96,43.48134831,-2.521348315
NE,CHI HEALTH ST ELIZABETH,41.44,43.48134831,-2.041348315
NE,CHI HEALTH ST FRANCIS,42.14,43.48134831,-1.341348315
NE,CHI HEALTH ST MARY'S,43.88,43.48134831,0.398651685
NE,CHILDREN'S HOSPITAL & MEDICAL CENTER,40.96,43.48134831,-2.521348315
NE,COLUMBUS COMMUNITY HOSPITAL,43.18,43.48134831,-0.301348315
NE,COMMUNITY HOSPITAL,44.22,43.48134831,0.738651685
NE,"COMMUNITY MEDICAL CENTER, INC",44.5,43.48134831,1.018651685
NE,COMMUNITY MEMORIAL HOSPITAL,45.8,43.48134831,2.318651685
NE,COZAD COMMUNITY HOSPITAL,44,43.48134831,0.518651685
NE,CRETE AREA MEDICAL CENTER,44.24,43.48134831,0.758651685
NE,DUNDY COUNTY HOSPITAL,40.96,43.48134831,-2.521348315
NE,FAITH REGIONAL HEALTH SERVICES,42.32,43.48134831,-1.161348315
NE,FILLMORE COUNTY HOSPITAL,45.2,43.48134831,1.718651685
NE,FRANKLIN COUNTY MEMORIAL HOSPITAL,40.96,43.48134831,-2.521348315
NE,FREMONT HEALTH MEDICAL CENTER,42.72,43.48134831,-0.761348315
NE,GENOA COMMUNITY HOSPITAL,40.96,43.48134831,-2.521348315
NE,GORDON MEMORIAL HOSPITAL DISTRICT,44.04,43.48134831,0.558651685
NE,GOTHENBURG MEMORIAL HOSPITAL,42.96,43.48134831,-0.521348315
NE,GREAT PLAINS HEALTH,42.16,43.48134831,-1.321348315
NE,HARLAN COUNTY HEALTH SYSTEM,46.1,43.48134831,2.618651685
NE,HENDERSON HEALTH CARE SERVICES,45.56,43.48134831,2.078651685
NE,HOWARD COUNTY MEDICAL CENTER,45.7,43.48134831,2.218651685
NE,JEFFERSON COMMUNITY HEALTH CENTER,46.6,43.48134831,3.118651685
NE,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,42.76,43.48134831,-0.721348315
NE,JOHNSON COUNTY HOSPITAL,44.56,43.48134831,1.078651685
NE,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,40.96,43.48134831,-2.521348315
NE,KEARNEY REGIONAL MEDICAL CENTER,42.08,43.48134831,-1.401348315
NE,KIMBALL HEALTH SERVICES,44.52,43.48134831,1.038651685
NE,LEXINGTON REGIONAL HEALTH CENTER,44.72,43.48134831,1.238651685
NE,LINCOLN SURGICAL HOSPITAL,45.74,43.48134831,2.258651685
NE,MARY LANNING HEALTHCARE,42.68,43.48134831,-0.801348315
NE,MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,44.14,43.48134831,0.658651685
NE,MEMORIAL HEALTH CARE SYSTEMS,44.72,43.48134831,1.238651685
NE,MEMORIAL HOSPITAL,43.84,43.48134831,0.358651685
NE,MERRICK MEDICAL CENTER,43.58,43.48134831,0.098651685
NE,METHODIST HOSPITAL,43.1,43.48134831,-0.381348315
NE,MIDWEST SURGICAL HOSPITAL LLC,46.26,43.48134831,2.778651685
NE,MORRILL COUNTY COMMUNITY HOSPITAL,40.96,43.48134831,-2.521348315
NE,NEBRASKA ORTHOPAEDIC HOSPITAL,46.3,43.48134831,2.818651685
NE,"NEBRASKA SPINE HOSPITAL, LLC",44.52,43.48134831,1.038651685
NE,NEMAHA COUNTY HOSPITAL,46.48,43.48134831,2.998651685
NE,NIOBRARA VALLEY HOSPITAL,40.96,43.48134831,-2.521348315
NE,OAKLAND MERCY HOSPITAL,40.96,43.48134831,-2.521348315
NE,OGALLALA COMMUNITY HOSPITAL,45.88,43.48134831,2.398651685
NE,OSMOND GENERAL HOSPITAL,46.58,43.48134831,3.098651685
NE,PAWNEE COUNTY MEMORIAL HOSPITAL,47.58,43.48134831,4.098651685
NE,PENDER COMMUNITY HOSPITAL,45.4,43.48134831,1.918651685
NE,PERKINS COUNTY HEALTH SERVICES,44.76,43.48134831,1.278651685
NE,PHELPS MEMORIAL HEALTH CENTER,44.22,43.48134831,0.738651685
NE,PROVIDENCE MEDICAL CENTER,43.8,43.48134831,0.318651685
NE,REGIONAL WEST GARDEN COUNTY HOSPITAL,40.96,43.48134831,-2.521348315
NE,REGIONAL WEST MEDICAL CENTER,40.94,43.48134831,-2.541348315
NE,ROCK COUNTY HOSPITAL,44.72,43.48134831,1.238651685
NE,SAUNDERS MEDICAL CENTER,40.96,43.48134831,-2.521348315
NE,SIDNEY REGIONAL MEDICAL CENTER,42.54,43.48134831,-0.941348315
NE,ST FRANCIS MEMORIAL HOSPITAL,45.34,43.48134831,1.858651685
NE,THAYER COUNTY HEALTH SERVICES,43.04,43.48134831,-0.441348315
NE,THE NEBRASKA MEDICAL CENTER,42.2,43.48134831,-1.281348315
NE,TRI VALLEY HEALTH SYSTEM,43.8,43.48134831,0.318651685
NE,VALLEY COUNTY HEALTH SYSTEM,42.9,43.48134831,-0.581348315
NE,WARREN MEMORIAL HOSPITAL,40.96,43.48134831,-2.521348315
NE,WEBSTER COUNTY COMMUNITY HOSPITAL,40.96,43.48134831,-2.521348315
NE,WEST HOLT MEMORIAL HOSPITAL,43.78,43.48134831,0.298651685
NE,YORK GENERAL HOSPITAL,43.46,43.48134831,-0.021348315
NH,ALICE PECK DAY MEMORIAL HOSPITAL,42.9,42.88076923,0.019230769
NH,ANDROSCOGGIN VALLEY HOSPITAL,43.38,42.88076923,0.499230769
NH,CATHOLIC MEDICAL CENTER,41.8,42.88076923,-1.080769231
NH,CHESHIRE MEDICAL CENTER,41.68,42.88076923,-1.200769231
NH,CONCORD HOSPITAL,43.1,42.88076923,0.219230769
NH,COTTAGE HOSPITAL,42.06,42.88076923,-0.820769231
NH,ELLIOT HOSPITAL,42.52,42.88076923,-0.360769231
NH,EXETER HOSPITAL INC,42.68,42.88076923,-0.200769231
NH,FRANKLIN REGIONAL HOSPITAL,43.94,42.88076923,1.059230769
NH,FRISBIE MEMORIAL HOSPITAL,44.08,42.88076923,1.199230769
NH,HUGGINS HOSPITAL,44.32,42.88076923,1.439230769
NH,LAKES REGION GENERAL HOSPITAL,42.24,42.88076923,-0.640769231
NH,LITTLETON REGIONAL HEALTHCARE,44.14,42.88076923,1.259230769
NH,MARY HITCHCOCK MEMORIAL HOSPITAL,42.14,42.88076923,-0.740769231
NH,"MEMORIAL HOSPITAL, THE",42.14,42.88076923,-0.740769231
NH,MONADNOCK COMMUNITY HOSPITAL,43.22,42.88076923,0.339230769
NH,NEW LONDON HOSPITAL,43.4,42.88076923,0.519230769
NH,PARKLAND MEDICAL CENTER,42.48,42.88076923,-0.400769231
NH,PORTSMOUTH REGIONAL HOSPITAL,41.54,42.88076923,-1.340769231
NH,SOUTHERN NH MEDICAL CENTER,42.32,42.88076923,-0.560769231
