Hospital Name,City,State,ZIP Code,County Name,Phone Number
RUTHERFORD REGIONAL MEDICAL CENTER,RUTHERFORDTON,NC,28139,RUTHERFORD,8282865000
SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,28328,SAMPSON,9105928511
SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,28352,SCOTLAND,9102917000
CAROLINAS HEALTHCARE SYSTEM STANLY,ALBEMARLE,NC,28001,STANLY,7049844000
LIFEBRITE COMMUNITY HOSPITAL OF STOKES,DANBURY,NC,27016,STOKES,3365932831
HUGH CHATHAM MEMORIAL HOSPITAL,ELKIN,NC,28621,SURRY,3365277000
NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,NC,27030,SURRY,3367197000
CHEROKEE INDIAN HOSPITAL AUTHORITY,CHEROKEE,NC,28719,SWAIN,7044979163
SWAIN COUNTY HOSPITAL,BRYSON CITY,NC,28713,SWAIN,8284882155
"TRANSYLVANIA REGIONAL HOSPITAL, INC",BREVARD,NC,28712,TRANSYLVANIA,8288835302
CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,28112,UNION,7042833100
MARIA PARHAM MEDICAL CENTER,HENDERSON,NC,27536,VANCE,2524313708
DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,27609,WAKE,9199543000
REX HOSPITAL,RALEIGH,NC,27607,WAKE,9197843100
"WAKEMED, CARY HOSPITAL",CARY,NC,27518,WAKE,9193502550
"WAKEMED, RALEIGH CAMPUS",RALEIGH,NC,27610,WAKE,9193508000
WASHINGTON COUNTY HOSP INC,PLYMOUTH,NC,27962,WASHINGTON,2527934135
WATAUGA MEDICAL CENTER,BOONE,NC,28607,WATAUGA,8282624100
WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,27534,WAYNE,9197361110
WILKES REGIONAL MEDICAL CENTER,NORTH WILKESBORO,NC,28659,WILKES,3366518100
WILSON MEDICAL CENTER,WILSON,NC,27893,WILSON,2523998040
WEST RIVER REGIONAL MEDICAL CENTER-CAH,HETTINGER,ND,58639,ADAMS,7015674561
CHI MERCY HEALTH,VALLEY CITY,ND,58072,BARNES,7018456400
ST ANDREWS HEALTH CENTER - CAH,BOTTINEAU,ND,58318,BOTTINEAU,7012289300
SOUTHWEST HEALTHCARE SERVICES,BOWMAN,ND,58623,BOWMAN,7015235265
CHI ST ALEXIUS HEALTH BISMARCK,BISMARCK,ND,58501,BURLEIGH,7015307000
SANFORD MEDICAL CENTER BISMARCK,BISMARCK,ND,58506,BURLEIGH,7013236000
ESSENTIA HEALTH-FARGO,FARGO,ND,58104,CASS,7013648000
SANFORD MEDICAL CENTER FARGO,FARGO,ND,58122,CASS,7012342000
CCMH & CLINICS,LANGDON,ND,58249,CAVALIER,7012566100
CHI OAKES HOSPITAL,OAKES,ND,58474,DICKEY,7017423291
ST LUKE'S HOSPITAL,CROSBY,ND,58730,DIVIDE,7019656384
LINTON HOSPITAL - CAH,LINTON,ND,58552,EMMONS,7012544511
CARRINGTON HEALTH CENTER,CARRINGTON,ND,58421,FOSTER,7016523141
ALTRU HOSPITAL,GRAND FORKS,ND,58201,GRAND FORKS,7017805000
NORTHWOOD DEACONESS HEALTH CENTER,NORTHWOOD,ND,58267,GRAND FORKS,7015876060
JACOBSON MEMORIAL HOSPITAL CARE CENTER,ELGIN,ND,58533,GRANT,7015842792
COOPERSTOWN MEDICAL CENTER,COOPERSTOWN,ND,58425,GRIGGS,7017972221
ASHLEY MEDICAL CENTER,ASHLEY,ND,58413,MCINTOSH,7012883433
WISHEK COMMUNITY HOSPITAL,WISHEK,ND,58495,MCINTOSH,7014522326
MCKENZIE COUNTY HEALTHCARE SYSTEMS,WATFORD CITY,ND,58854,MCKENZIE,7018423000
CHI ST ALEXIUS HEALTH TURTLE LAKE,TURTLE LAKE,ND,58575,MCLEAN,7014482331
GARRISON MEMORIAL HOSPITAL,GARRISON,ND,58540,MCLEAN,7014632275
SAKAKAWEA MEDICAL CENTER - CAH,HAZEN,ND,58545,MERCER,7017482225
MOUNTRAIL COUNTY MEDICAL CENTER,STANLEY,ND,58784,MOUNTRAIL,7016282424
NELSON COUNTY HEALTH SYSTEM,MCVILLE,ND,58254,NELSON,7013224328
PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,ND,58220,PEMBINA,7012658461
HEART OF AMERICA MEDICAL CENTER,RUGBY,ND,58368,PIERCE,7017765261
CHI ST ALEXIUS HEALTH DEVILS LAKE,DEVILS LAKE,ND,58301,RAMSEY,7016622131
CHI LISBON HEALTH,LISBON,ND,58054,RANSOM,7016835241
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,BELCOURT,ND,58316,ROLETTE,7014776111
PRESENTATION MEDICAL CENTER,ROLLA,ND,58367,ROLETTE,7014773161
STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,FORT YATES,ND,58538,SIOUX,7018543831
CHI ST ALEXIUS HEALTH DICKINSON,DICKINSON,ND,58601,STARK,7014564000
JAMESTOWN REGIONAL MEDICAL CENTER,JAMESTOWN,ND,58401,STUTSMAN,7012521050
TOWNER COUNTY MEDICAL CENTER,CANDO,ND,58324,TOWNER,7019684411
SANFORD HILLSBORO,HILLSBORO,ND,58045,TRAILL,7016363200
SANFORD MAYVILLE,MAYVILLE,ND,58257,TRAILL,7017863800
FIRST CARE HEALTH CENTER,PARK RIVER,ND,58270,WALSH,7012847500
UNITY MEDICAL CENTER,GRAFTON,ND,58237,WALSH,7013521620
KENMARE COMMUNITY HOSPITAL,KENMARE,ND,58746,WARD,7013854296
TRINITY HOSPITALS,MINOT,ND,58701,WARD,7018575000
ST ALOISIUS MEDICAL CENTER,HARVEY,ND,58341,WELLS,7013244651
CHI ST ALEXIUS HEALTH WILLISTON,WILLISTON,ND,58801,WILLIAMS,7017747400
TIOGA MEDICAL CENTER,TIOGA,ND,58852,WILLIAMS,7016643305
MARY LANNING HEALTHCARE,HASTINGS,NE,68901,ADAMS,4024634521
ANTELOPE MEMORIAL HOSPITAL,NELIGH,NE,68756,ANTELOPE,4028874151
BOONE COUNTY HEALTH CENTER,ALBION,NE,68620,BOONE,4023952191
BOX BUTTE GENERAL HOSPITAL,ALLIANCE,NE,69301,BOX BUTTE,3087626660
NIOBRARA VALLEY HOSPITAL,LYNCH,NE,68746,BOYD,4025692451
BROWN COUNTY HOSPITAL,AINSWORTH,NE,69210,BROWN,4023872800
CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,68848,BUFFALO,3088657100
KEARNEY REGIONAL MEDICAL CENTER,KEARNEY,NE,68845,BUFFALO,3084553600
OAKLAND MERCY HOSPITAL,OAKLAND,NE,68045,BURT,4026855601
BUTLER COUNTY HEALTH CARE CENTER,DAVID CITY,NE,68632,BUTLER,4023671200
CHASE COUNTY COMMUNITY HOSPITAL,IMPERIAL,NE,69033,CHASE,3088827111
CHERRY COUNTY HOSPITAL,VALENTINE,NE,69201,CHERRY,4023762525
SIDNEY REGIONAL MEDICAL CENTER,SIDNEY,NE,69162,CHEYENNE,3082545825
CHI HEALTH SCHUYLER,SCHUYLER,NE,68661,COLFAX,4023522441
ST FRANCIS MEMORIAL HOSPITAL,WEST POINT,NE,68788,CUMING,4023722404
CALLAWAY DISTRICT HOSPITAL,CALLAWAY,NE,68825,CUSTER,3088362228
JENNIE M MELHAM MEMORIAL MEDICAL CENTER,BROKEN BOW,NE,68822,CUSTER,3088724100
CHADRON COMMUNITY HOSPITAL CORP,CHADRON,NE,69337,DAWES,3084325586
COZAD COMMUNITY HOSPITAL,COZAD,NE,69130,DAWSON,3087842261
GOTHENBURG MEMORIAL HOSPITAL,GOTHENBURG,NE,69138,DAWSON,3085373661
LEXINGTON REGIONAL HEALTH CENTER,LEXINGTON,NE,68850,DAWSON,3083245651
FREMONT HEALTH MEDICAL CENTER,FREMONT,NE,68025,DODGE,4027211610
BOYS TOWN NATIONAL RESEARCH HOSPITAL,OMAHA,NE,68131,DOUGLAS,4024986362
CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,OMAHA,NE,68124,DOUGLAS,4023986060
CHI HEALTH IMMANUEL,OMAHA,NE,68122,DOUGLAS,4025722121
CHI HEALTH LAKESIDE,OMAHA,NE,68130,DOUGLAS,4027178000
CHILDREN'S HOSPITAL & MEDICAL CENTER,OMAHA,NE,68114,DOUGLAS,4029555400
METHODIST HOSPITAL,OMAHA,NE,68114,DOUGLAS,4023544000
MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,68114,DOUGLAS,4023991900
NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,68144,DOUGLAS,4026091600
"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,68122,DOUGLAS,4025723000
THE NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,DOUGLAS,4025522040
DUNDY COUNTY HOSPITAL,BENKELMAN,NE,69021,DUNDY,3084232204
FILLMORE COUNTY HOSPITAL,GENEVA,NE,68361,FILLMORE,4027593167
FRANKLIN COUNTY MEMORIAL HOSPITAL,FRANKLIN,NE,68939,FRANKLIN,3084256221
TRI VALLEY HEALTH SYSTEM,CAMBRIDGE,NE,69022,FURNAS,3086973329
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",BEATRICE,NE,68310,GAGE,4022283344
REGIONAL WEST GARDEN COUNTY HOSPITAL,OSHKOSH,NE,69154,GARDEN,3087723283
CHI HEALTH ST FRANCIS,GRAND ISLAND,NE,68803,HALL,3083844600
MEMORIAL HOSPITAL,AURORA,NE,68818,HAMILTON,4026943171
HARLAN COUNTY HEALTH SYSTEM,ALMA,NE,68920,HARLAN,3089282151
AVERA ST ANTHONY'S HOSPITAL,O' NEILL,NE,68763,HOLT,4023362611
WEST HOLT MEMORIAL HOSPITAL,ATKINSON,NE,68713,HOLT,4029252811
HOWARD COUNTY MEDICAL CENTER,ST PAUL,NE,68873,HOWARD,3087544421
JEFFERSON COMMUNITY HEALTH CENTER,FAIRBURY,NE,68352,JEFFERSON,4027293351
JOHNSON COUNTY HOSPITAL,TECUMSEH,NE,68450,JOHNSON,4023353361
KEARNEY COUNTY HEALTH SERVICES HOSPITAL,MINDEN,NE,68959,KEARNEY,3088323400
OGALLALA COMMUNITY HOSPITAL,OGALLALA,NE,69153,KEITH,3082844011
KIMBALL HEALTH SERVICES,KIMBALL,NE,69145,KIMBALL,3082351952
AVERA CREIGHTON HOSPITAL,CREIGHTON,NE,68729,KNOX,4023585700
BRYAN MEDICAL CENTER,LINCOLN,NE,68506,LANCASTER,4024811111
CHI HEALTH NEBRASKA HEART,LINCOLN,NE,68526,LANCASTER,4023283000
CHI HEALTH ST ELIZABETH,LINCOLN,NE,68510,LANCASTER,4022197700
LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,68506,LANCASTER,4024849090
GREAT PLAINS HEALTH,NORTH PLATTE,NE,69101,LINCOLN,3086968000
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,68701,MADISON,4023714880
MERRICK MEDICAL CENTER,CENTRAL CITY,NE,68826,MERRICK,3089463015
MORRILL COUNTY COMMUNITY HOSPITAL,BRIDGEPORT,NE,69336,MORRILL,3082621616
GENOA COMMUNITY HOSPITAL,GENOA,NE,68640,NANCE,4029932283
NEMAHA COUNTY HOSPITAL,AUBURN,NE,68305,NEMAHA,4022744366
BRODSTONE MEMORIAL HOSP,SUPERIOR,NE,68978,NUCKOLLS,4028793281
CHI HEALTH ST MARY'S,NEBRASKA CITY,NE,68410,OTOE,4028733321
COMMUNITY MEMORIAL HOSPITAL,SYRACUSE,NE,68446,OTOE,4022692011
PAWNEE COUNTY MEMORIAL HOSPITAL,PAWNEE CITY,NE,68420,PAWNEE,4028522231
PERKINS COUNTY HEALTH SERVICES,GRANT,NE,69140,PERKINS,3083527200
PHELPS MEMORIAL HEALTH CENTER,HOLDREGE,NE,68949,PHELPS,3089952211
CHI HEALTH PLAINVIEW,PLAINVIEW,NE,68769,PIERCE,4025824245
OSMOND GENERAL HOSPITAL,OSMOND,NE,68765,PIERCE,4027483393
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,68601,PLATTE,4025647118
ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,OSCEOLA,NE,68651,POLK,4027472031
COMMUNITY HOSPITAL,MCCOOK,NE,69001,RED WILLOW,3083442650
"COMMUNITY MEDICAL CENTER, INC",FALLS CITY,NE,68355,RICHARDSON,4022452428
ROCK COUNTY HOSPITAL,BASSETT,NE,68714,ROCK,4026843366
CRETE AREA MEDICAL CENTER,CRETE,NE,68333,SALINE,4028262102
WARREN MEMORIAL HOSPITAL,FRIEND,NE,68359,SALINE,4029472541
BELLEVUE MEDICAL CENTER,BELLEVUE,NE,68123,SARPY,4027633600
CHI HEALTH MIDLANDS,PAPILLION,NE,68046,SARPY,4025933000
SAUNDERS MEDICAL CENTER,WAHOO,NE,68066,SAUNDERS,4024434191
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF,3086353711
MEMORIAL HEALTH CARE SYSTEMS,SEWARD,NE,68434,SEWARD,4026432971
GORDON MEMORIAL HOSPITAL DISTRICT,GORDON,NE,69343,SHERIDAN,3082820401
THAYER COUNTY HEALTH SERVICES,HEBRON,NE,68370,THAYER,4027686041
PENDER COMMUNITY HOSPITAL,PENDER,NE,68047,THURSTON,4023853083
VALLEY COUNTY HEALTH SYSTEM,ORD,NE,68862,VALLEY,3087284200
MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,BLAIR,NE,68008,WASHINGTON,4024262182
PROVIDENCE MEDICAL CENTER,WAYNE,NE,68787,WAYNE,4023753800
WEBSTER COUNTY COMMUNITY HOSPITAL,RED CLOUD,NE,68970,WEBSTER,4027465600
HENDERSON HEALTH CARE SERVICES,HENDERSON,NE,68371,YORK,4027234512
YORK GENERAL HOSPITAL,YORK,NE,68467,YORK,4023626671
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,3246,BELKNAP,6035243211
HUGGINS HOSPITAL,WOLFEBORO,NH,3894,CARROLL,6035697500
"MEMORIAL HOSPITAL, THE",NORTH CONWAY,NH,3860,CARROLL,6033565461
CHESHIRE MEDICAL CENTER,KEENE,NH,3431,CHESHIRE,6033545400
ANDROSCOGGIN VALLEY HOSPITAL,BERLIN,NH,3570,COOS,6037522200
UPPER CONNECTICUT VALLEY HOSPITAL,COLEBROOK,NH,3576,COOS,6032374971
WEEKS MEDICAL CENTER,LANCASTER,NH,3584,COOS,6037884911
ALICE PECK DAY MEMORIAL HOSPITAL,LEBANON,NH,3766,GRAFTON,6034483121
COTTAGE HOSPITAL,WOODSVILLE,NH,3785,GRAFTON,6037479000
LITTLETON REGIONAL HEALTHCARE,LITTLETON,NH,3561,GRAFTON,6034449000
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,GRAFTON,6036505000
SPEARE MEMORIAL HOSPITAL,PLYMOUTH,NH,3264,GRAFTON,6035361120
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,3102,HILLSBOROUGH,6036683545
ELLIOT HOSPITAL,MANCHESTER,NH,3103,HILLSBOROUGH,6036695300
MONADNOCK COMMUNITY HOSPITAL,PETERBOROUGH,NH,3458,HILLSBOROUGH,6039247191
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,HILLSBOROUGH,6035772000
ST JOSEPH HOSPITAL,NASHUA,NH,3060,HILLSBOROUGH,6038823000
CONCORD HOSPITAL,CONCORD,NH,3301,MERRIMACK,6032252711
FRANKLIN REGIONAL HOSPITAL,FRANKLIN,NH,3235,MERRIMACK,6039342060
NEW LONDON HOSPITAL,NEW LONDON,NH,3257,MERRIMACK,6035262911
EXETER HOSPITAL INC,EXETER,NH,3833,ROCKINGHAM,6037787311
PARKLAND MEDICAL CENTER,DERRY,NH,3038,ROCKINGHAM,6034212100
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,3801,ROCKINGHAM,6034365110
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,STRAFFORD,6033325211
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,3820,STRAFFORD,6037402580
VALLEY REGIONAL HOSPITAL,CLAREMONT,NH,3743,SULLIVAN,6035427771
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC CITY,NJ,8401,ATLANTIC,6094418020
SHORE MEDICAL CENTER,SOMERS POINT,NJ,8244,ATLANTIC,6096533545
BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,7652,BERGEN,2019674000
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,NJ,7631,BERGEN,2018943000
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,WESTWOOD,NJ,7675,BERGEN,2013831035
HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,7601,BERGEN,5519962000
HOLY NAME MEDICAL CENTER,TEANECK,NJ,7666,BERGEN,2018333000
VALLEY HOSPITAL,RIDGEWOOD,NJ,7450,BERGEN,2014478000
DEBORAH HEART AND LUNG CENTER,BROWNS MILLS,NJ,8015,BURLINGTON,6098936611
LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,WILLINGBORO,NJ,8046,BURLINGTON,6098352900
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,NJ,8060,BURLINGTON,6099146200
WEISMAN CHILDRENS REHABILITATION HOSPITAL,MARLTON,NJ,8053,BURLINGTON,8564894520
COOPER UNIVERSITY HOSPITAL,CAMDEN,NJ,8103,CAMDEN,8563422000
KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,STRATFORD,NJ,8084,CAMDEN,8563467802
OUR LADY OF LOURDES MEDICAL CENTER,CAMDEN,NJ,8103,CAMDEN,8565806330
VIRTUA WEST JERSEY HOSPITALS VOORHEES,VOORHEES,NJ,8043,CAMDEN,8562473200
CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT HOUSE,NJ,8210,CAPE MAY,6094632000
INSPIRA MEDICAL CENTER VINELAND,VINELAND,NJ,8360,CUMBERLAND,8566416610
CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,7109,ESSEX,9734502002
EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,7018,ESSEX,9732664401
HACKENSACK-UMC MOUNTAINSIDE,MONTCLAIR,NJ,7042,ESSEX,9734296000
NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,7112,ESSEX,9739267850
SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NJ,7039,ESSEX,9733225000
SAINT MICHAEL'S MEDICAL CENTER,NEWARK,NJ,7102,ESSEX,9738775350
UNIVERSITY HOSPITAL,NEWARK,NJ,7101,ESSEX,9739725658
INSPIRA MEDICAL CENTER WOODBURY,WOODBURY,NJ,8096,GLOUCESTER,8568450100
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,7002,HUDSON,2018585000
CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,7306,HUDSON,2017958200
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,7030,HUDSON,2014181000
JERSEY CITY MEDICAL CENTER,JERSEY CITY,NJ,7302,HUDSON,2019152000
MEADOWLANDS HOSPITAL MEDICAL CENTER,SECAUCUS,NJ,7094,HUDSON,2013923200
PALISADES MEDICAL CENTER,NORTH BERGEN,NJ,7047,HUDSON,2018545000
HUNTERDON MEDICAL CENTER,FLEMINGTON,NJ,8822,HUNTERDON,9087886100
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,8534,MERCER,6093034000
CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,8638,MERCER,6093946000
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,HAMILTON,NJ,8690,MERCER,6095867900
ST FRANCIS MEDICAL CENTER,TRENTON,NJ,8629,MERCER,6095995000
CHILDREN'S SPECIALIZED HOSPITAL,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7322587050
JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,EDISON,NJ,8818,MIDDLESEX,7323217000
RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,PERTH AMBOY,NJ,8861,MIDDLESEX,7324423700
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7329378525
SAINT PETER'S UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7327458600
UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,PLAINSBORO,NJ,8536,MIDDLESEX,8664604776
BAYSHORE MEDICAL CENTER,HOLMDEL,NJ,7733,MONMOUTH,7327395900
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,7728,MONMOUTH,7324312000
JERSEY SHORE UNIVERSITY MEDICAL CENTER,NEPTUNE,NJ,7754,MONMOUTH,7327755500
MONMOUTH MEDICAL CENTER,LONG BRANCH,NJ,7740,MONMOUTH,7322225200
RIVERVIEW MEDICAL CENTER,RED BANK,NJ,7701,MONMOUTH,7327412700
CHILTON MEDICAL CENTER,POMPTON PLAINS,NJ,7444,MORRIS,9738315000
MORRISTOWN MEDICAL CENTER,MORRISTOWN,NJ,7962,MORRIS,9739715450
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,DENVILLE,NJ,7834,MORRIS,9739835569
COMMUNITY MEDICAL CENTER,TOMS RIVER,NJ,8755,OCEAN,7325578000
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,LAKEWOOD,NJ,8701,OCEAN,7323631900
OCEAN MEDICAL CENTER,BRICK,NJ,8724,OCEAN,7328402200
SOUTHERN OCEAN MEDICAL CENTER,MANAHAWKIN,NJ,8050,OCEAN,6095976011
ST JOSEPH'S REGIONAL MEDICAL CENTER,PATERSON,NJ,7503,PASSAIC,9737542010
ST MARY'S GENERAL HOSPITAL,PASSAIC,NJ,7055,PASSAIC,9733654300
INSPIRA MEDICAL CENTER ELMER,ELMER,NJ,8318,SALEM,8563631000
MEMORIAL HOSPITAL OF SALEM COUNTY,SALEM,NJ,8079,SALEM,8569351000
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,SOMERVILLE,NJ,8876,SOMERSET,9086852200
NEWTON MEDICAL CENTER,NEWTON,NJ,7860,SUSSEX,9735798300
OVERLOOK MEDICAL CENTER,SUMMIT,NJ,7902,UNION,9085222000
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,RAHWAY,NJ,7065,UNION,7323814200
TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ,7207,UNION,9089945000
HACKETTSTOWN MEDICAL CENTER,HACKETTSTOWN,NJ,7840,WARREN,9088525100
ST LUKE'S WARREN HOSPITAL,PHILLIPSBURG,NJ,8865,WARREN,9088476700
LOVELACE MEDICAL CENTER,ALBUQUERQUE,NM,87102,BERNALILLO,5057277900
LOVELACE WESTSIDE HOSPITAL,ALBUQUERQUE,NM,87114,BERNALILLO,5057272001
LOVELACE WOMEN'S HOSPITAL,ALBUQUERQUE,NM,87109,BERNALILLO,5057277805
PRESBYTERIAN HOSPITAL,ALBUQUERQUE,NM,87106,BERNALILLO,5057248386
UNM HOSPITAL,ALBUQUERQUE,NM,87106,BERNALILLO,5052722111
EASTERN NEW MEXICO MEDICAL CENTER,ROSWELL,NM,88201,CHAVES,5756274032
LOVELACE REGIONAL HOSPITAL - ROSWELL,ROSWELL,NM,88201,CHAVES,5756277000
CIBOLA GENERAL HOSPITAL,GRANTS,NM,87020,CIBOLA,5052874446
DHHS USPHS INDIAN HEALTH SERVICES,SAN FIDEL,NM,87049,CIBOLA,5055525300
MINERS' COLFAX MEDICAL CENTER,RATON,NM,87740,COLFAX,5754457722
PLAINS REGIONAL MEDICAL CENTER,CLOVIS,NM,88101,CURRY,5757697155
MEMORIAL MEDICAL CENTER,LAS CRUCES,NM,88011,DONA ANA,5755228641
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,LAS CRUCES,NM,88011,DONA ANA,5755567600
ARTESIA GENERAL HOSPITAL,ARTESIA,NM,88210,EDDY,5757483333
CARLSBAD MEDICAL CENTER,CARLSBAD,NM,88220,EDDY,5758874570
GILA REGIONAL MEDICAL CENTER,SILVER CITY,NM,88061,GRANT,5755384000
GUADALUPE COUNTY HOSPITAL,SANTA ROSA,NM,88435,GUADALUPE,5754723417
LEA REGIONAL MEDICAL CENTER,HOBBS,NM,88240,LEA,5754925000
NOR-LEA HOSPITAL DISTRICT,LOVINGTON,NM,88260,LEA,5753966611
LINCOLN COUNTY MEDICAL CENTER,RUIDOSO,NM,88345,LINCOLN,5752578200
LOS ALAMOS MEDICAL CENTER,LOS ALAMOS,NM,87544,LOS ALAMOS,5056624201
MIMBRES MEMORIAL HOSPITAL,DEMING,NM,88031,LUNA,5755465803
CROWNPOINT HEALTHCARE FACILITY,CROWNPOINT,NM,87313,MCKINLEY,5057865291
GALLUP INDIAN MEDICAL CENTER,GALLUP,NM,87301,MCKINLEY,5057221000
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,GALLUP,NM,87301,MCKINLEY,5058637000
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ZUNI,NM,87327,MCKINLEY,5057824431
GERALD CHAMPION REGIONAL MEDICAL CENTER,ALAMOGORDO,NM,88310,OTERO,5754396100
MESCALERO PHS INDIAN HOSPITAL,MESCALERO,NM,88340,OTERO,5054644441
DR DAN C TRIGG MEMORIAL HOSPITAL,TUCUMCARI,NM,88401,QUAY,5754617007
PRESBYTERIAN ESPANOLA HOSPITAL,ESPANOLA,NM,87532,RIO ARRIBA,5057531502
ROOSEVELT GENERAL HOSPITAL,PORTALES,NM,88130,ROOSEVELT,5753591800
NORTHERN NAVAJO MEDICAL CENTER,SHIPROCK,NM,87420,SAN JUAN,5053686001
SAN JUAN REGIONAL MEDICAL CENTER,FARMINGTON,NM,87401,SAN JUAN,5056092000
SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL,LAS VEGAS,NM,87701,SAN MIGUEL,5054263930
UNM SANDOVAL REGIONAL MEDICAL CENTER,RIO RANCHO,NM,87144,SANDOVAL,5059947402
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,SANTA FE,NM,87505,SANTA FE,5059135201
SANTA FE PHS INDIAN HOSPITAL,SANTA FE,NM,87501,SANTA FE,5059889821
SIERRA VISTA HOSPITAL,T OR C,NM,87901,SIERRA,5758942111
SOCORRO GENERAL HOSPITAL,SOCORRO,NM,87801,SOCORRO,5758358700
HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,TAOS,NM,87571,TAOS,5757588883
UNION COUNTY GENERAL HOSPITAL,CLAYTON,NM,88415,UNION,5753747001
CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,NV,89703,CARSON CITY,7754458000
RENOWN SOUTH MEADOWS MEDICAL CENTER,RENO,NV,89521,CARSON CITY,7759827063
BANNER CHURCHILL COMMUNITY HOSPITAL,FALLON,NV,89406,CHURCHILL,7754233151
BOULDER CITY HOSPITAL,BOULDER CITY,NV,89005,CLARK,7022934111
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149,CLARK,7028359700
DESERT SPRINGS HOSPITAL,LAS VEGAS,NV,89119,CLARK,7023697600
HARMON HOSPITAL,LAS VEGAS,NV,89119,CLARK,7027940100
HENDERSON HOSPITAL,HENDERSON,NV,89011,CLARK,3182904395
