Hospital Name,City,State,ZIP Code,County Name,Phone Number,Mortality,P,PSI,Spending
UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER,GLEN BURNIE,MD,21061,ANNE ARUNDEL,4105951967,-9.243098315,0.083673469,0.164879413,-884.3112245
GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,MD,21204,BALTIMORE,4438492000,-2.65279839,0.863673469,0.035189413,100.4387755
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,BALTIMORE,MD,21215,BALTIMORE,4106012400,-1.086061915,-1.236326531,0.041976413,390.1887755
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,BALTIMORE,MD,21237,BALTIMORE,4437777850,-0.350423315,-0.976326531,-0.188708587,682.1887755
NORTHWEST HOSPITAL CENTER,RANDALLSTOWN,MD,21133,BALTIMORE,4105215995,0.16903141,0.463673469,-0.051120587,326.6887755
UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,TOWSON,MD,21204,BALTIMORE,4103371000,5.68558921,1.943673469,-0.144171587,-1204.311224
BON SECOURS HOSPITAL,BALTIMORE,MD,21223,BALTIMORE CITY,4103623000,0.410866185,-2.776326531,-0.024642587,-459.3112245
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,BALTIMORE,MD,21224,BALTIMORE CITY,4105500123,2.64488421,-0.116326531,-0.184620587,-1263.061224
"JOHNS HOPKINS HOSPITAL, THE",BALTIMORE,MD,21287,BALTIMORE CITY,4109559540,8.874115435,1.663673469,0.084069413,-1482.061224
KENNEDY KRIEGER INSTITUTE,BALTIMORE,MD,21205,BALTIMORE CITY,4439239301,-1.086061915,-0.076326531,0,390.1887755
MEDSTAR GOOD SAMARITAN HOSPITAL,BALTIMORE,MD,21239,BALTIMORE CITY,4434443902,0.309593235,-0.936326531,-0.218579587,84.18877551
MEDSTAR HARBOR HOSPITAL,BALTIMORE,MD,21225,BALTIMORE CITY,4103503201,1.07503981,0.103673469,0.059715413,55.68877551
MEDSTAR UNION MEMORIAL HOSPITAL,BALTIMORE,MD,21218,BALTIMORE CITY,4105542227,-0.33205224,0.963673469,-0.118568587,4.18877551
MERCY MEDICAL CENTER INC,BALTIMORE,MD,21202,BALTIMORE CITY,4103329237,-3.890657915,1.783673469,-0.090914587,-101.3112245
MOUNT WASHINGTON PEDIATRIC HOSPITAL,BALTIMORE,MD,21209,BALTIMORE CITY,4105785050,-1.086061915,-0.076326531,0,390.1887755
SAINT AGNES HOSPITAL,BALTIMORE,MD,21229,BALTIMORE CITY,4103682101,-1.98658954,-0.456326531,0.586813413,15.68877551
SINAI HOSPITAL OF BALTIMORE,BALTIMORE,MD,21215,BALTIMORE CITY,4106015131,4.126862335,0.943673469,-0.068919587,108.4387755
UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE,BALTIMORE,MD,21207,BALTIMORE CITY,4104486701,-1.086061915,-0.076326531,0,390.1887755
UNIVERSITY OF MARYLAND MEDICAL CENTER,BALTIMORE,MD,21201,BALTIMORE CITY,4103288667,-15.45649372,0.083673469,0.104879413,426.6887755
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,BALTIMORE,MD,21201,BALTIMORE CITY,4102258996,4.931974185,-0.556326531,-0.014063587,-373.8112245
CALVERTHEALTH MEDICAL CENTER,PRINCE FREDERICK,MD,20678,CALVERT,4105358239,5.204622085,0.443673469,0.024879413,-24.06122449
CARROLL HOSPITAL CENTER,WESTMINSTER,MD,21157,CARROLL,4108483000,-11.14941677,0.283673469,-0.075240587,-198.3112245
UNION HOSPITAL OF CECIL COUNTY,ELKTON,MD,21921,CECIL,4103927009,0.03997421,0.523673469,-0.028322587,1341.438776
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,LA PLATA,MD,20646,CHARLES,3016094265,0.75387891,-0.876326531,0.005250413,20.93877551
FREDERICK MEMORIAL HOSPITAL,FREDERICK,MD,21701,FREDERICK,2405663300,2.827638585,1.443673469,-0.089031587,126.4387755
GARRETT COUNTY MEMORIAL HOSPITAL,OAKLAND,MD,21550,GARRETT,3015334173,-8.28479134,1.183673469,-0.071041587,-596.5612245
UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,BEL AIR,MD,21014,HARFORD,4436433303,-3.565252915,0.363673469,-0.015120587,-619.8112245
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,HAVRE DE GRACE,MD,21078,HARFORD,4436433303,-10.59606002,-1.076326531,-0.005120587,148.9387755
HOWARD COUNTY GENERAL HOSPITAL,COLUMBIA,MD,21044,HOWARD,4107407890,4.715022885,0.503673469,-0.002020587,846.1887755
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,CHESTERTOWN,MD,21620,KENT,4107787668,-5.84613624,-0.716326531,0.041363413,-526.5612245
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,ROCKVILLE,MD,20850,MONTGOMERY,2408266517,5.733204385,-0.236326531,-0.044200587,1717.188776
ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,TAKOMA PARK,MD,20912,MONTGOMERY,3018915651,3.42133881,-0.436326531,0.144909413,2041.688776
HOLY CROSS GERMANTOWN HOSPITAL,GERMANTOWN,MD,20876,MONTGOMERY,3015576020,2.590255485,-0.516326531,0.015602413,-537.3112245
HOLY CROSS HOSPITAL,SILVER SPRING,MD,20910,MONTGOMERY,3017547000,4.039172885,-0.456326531,0.144879413,923.1887755
MEDSTAR MONTGOMERY MEDICAL CENTER,OLNEY,MD,20832,MONTGOMERY,3017748882,2.962628335,-0.816326531,-0.000935587,1100.438776
SUBURBAN HOSPITAL,BETHESDA,MD,20814,MONTGOMERY,3018962576,0.77232926,1.023673469,-0.083925587,-391.8112245
DOCTORS'  COMMUNITY HOSPITAL,LANHAM,MD,20706,PRINCE GEORGES,3015528085,10.08929456,-0.536326531,0.049478413,1524.438776
FORT WASHINGTON HOSPITAL,FORT WASHINGTON,MD,20744,PRINCE GEORGES,3012927000,6.483488385,-1.156326531,0.066773413,189.4387755
LAUREL REGIONAL MEDICAL CENTER,LAUREL,MD,20707,PRINCE GEORGES,3017254300,3.369964035,-2.796326531,0.067930413,1622.438776
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,CLINTON,MD,20735,PRINCE GEORGES,3018688000,4.30840611,-1.436326531,0.030087413,96.68877551
PRINCE GEORGES  HOSPITAL CENTER,CHEVERLY,MD,20785,PRINCE GEORGES,3016182000,3.622501785,-3.836326531,0.136236413,-282.8112245
MEDSTAR SAINT MARY'S HOSPITAL,LEONARDTOWN,MD,20650,SAINT MARYS,3014756001,0.71469921,0.663673469,-0.077529587,-1585.061224
EDWARD MCCREADY MEMORIAL HOSPITAL,CRISFIELD,MD,21817,SOMERSET,4107269496,0.357298685,2.663673469,0.024879413,-2147.561224
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,EASTON,MD,21601,TALBOT,4108221000,-4.708930715,0.183673469,-0.152867587,-1245.061224
MERITUS MEDICAL CENTER,HAGERSTOWN,MD,21742,WASHINGTON,2403139500,-0.119952365,-0.076326531,-0.287620587,-452.3112245
PENINSULA REGIONAL MEDICAL CENTER,SALISBURY,MD,21801,WICOMICO,4105437111,10.00226773,0.523673469,-0.306605587,-946.5612245
ATLANTIC GENERAL HOSPITAL,BERLIN,MD,21811,WORCESTER,4106419600,-2.86150639,0.543673469,0.212314413,1166.688776
CENTRAL MAINE MEDICAL CENTER,LEWISTON,ME,4240,ANDROSCOGGIN,2077950111,-3.887352216,-1.351515152,0.287737941,56.81818182
ST MARYS REGIONAL MEDICAL CENTER,LEWISTON,ME,4240,ANDROSCOGGIN,2077778100,-2.985243691,-0.451515152,-0.024654059,-347.4318182
AROOSTOOK MEDICAL CENTER,PRESQUE ISLE,ME,4769,AROOSTOOK,2077684000,5.534277409,-0.011515152,-0.007300059,-1020.431818
CARY MEDICAL CENTER,CARIBOU,ME,4736,AROOSTOOK,2074983111,-4.810650441,0.408484848,-0.016167059,261.0681818
HOULTON REGIONAL HOSPITAL,HOULTON,ME,4730,AROOSTOOK,2075322900,1.411758959,-1.311515152,0,-895.4318182
NORTHERN MAINE MEDICAL CENTER,FORT KENT,ME,4743,AROOSTOOK,2078343195,0.967940709,1.588484848,0.012025941,620.8181818
BRIDGTON HOSPITAL,BRIDGTON,ME,4009,CUMBERLAND,2076476000,1.407839159,0.708484848,0,-471.6818182
MAINE MEDICAL CENTER,PORTLAND,ME,4102,CUMBERLAND,2076620111,-3.272484566,-1.111515152,-0.178788059,340.5681818
MERCY HOSPITAL,PORTLAND,ME,4101,CUMBERLAND,2078793000,1.036905559,0.688484848,-0.209056059,321.0681818
MID COAST HOSPITAL,BRUNSWICK,ME,4011,CUMBERLAND,2077290181,-2.549621491,-1.591515152,-0.033739059,-616.4318182
FRANKLIN MEMORIAL HOSPITAL,FARMINGTON,ME,4938,FRANKLIN,2077786031,-3.765983641,-0.611515152,-0.052231059,-705.1818182
BLUE HILL MEMORIAL HOSPITAL,BLUE HILL,ME,4614,HANCOCK,2073742836,-3.309856341,2.028484848,0,633.3181818
MAINE COAST MEMORIAL HOSPITAL,ELLSWORTH,ME,4605,HANCOCK,2076675311,5.541917909,-0.311515152,-0.094345059,-772.9318182
MOUNT DESERT ISLAND HOSPITAL,BAR HARBOR,ME,4609,HANCOCK,2072885081,2.092723159,0.388484848,0,2961.318182
INLAND HOSPITAL,WATERVILLE,ME,4901,KENNEBEC,2078613012,-0.811672866,1.148484848,-0.009838059,-464.9318182
MAINEGENERAL MEDICAL CENTER,AUGUSTA,ME,4330,KENNEBEC,2078721000,-1.705750866,0.448484848,0.007813941,-108.4318182
PENOBSCOT BAY MEDICAL CENTER,ROCKPORT,ME,4856,KNOX,2079218000,-0.029711291,-0.991515152,0.181825941,-280.4318182
ST ANDREWS HOSPITAL,DAMARISCOTTA,ME,4543,LINCOLN,2075631234,3.718880859,-0.171515152,0,687.3181818
RUMFORD  HOSPITAL,RUMFORD,ME,4276,OXFORD,2073691000,-1.001846141,0.608484848,0,-539.6818182
STEPHENS MEMORIAL HOSPITAL,NORWAY,ME,4268,OXFORD,2077435933,-3.069766241,0.388484848,0,-259.1818182
EASTERN MAINE MEDICAL CENTER,BANGOR,ME,4401,PENOBSCOT,2079737000,-6.414755416,-2.471515152,-0.158165059,-469.9318182
MILLINOCKET REGIONAL HOSPITAL,MILLINOCKET,ME,4462,PENOBSCOT,2077235161,0.492410759,2.208484848,0,461.0681818
PENOBSCOT VALLEY HOSPITAL,LINCOLN,ME,4457,PENOBSCOT,2077943321,1.538470959,-1.551515152,0,-1541.431818
ST JOSEPH HOSPITAL,BANGOR,ME,4401,PENOBSCOT,2072621000,-0.515216191,0.228484848,0.001182941,-736.4318182
CHARLES A DEAN MEMORIAL HOSPITAL,GREENVILLE,ME,4441,PISCATAQUIS,2076955200,0.891426659,2.128484848,0,830.5681818
MAYO REGIONAL HOSPITAL,DOVER FOXCROFT,ME,4426,PISCATAQUIS,2075644251,3.449707159,-1.351515152,0,1839.068182
REDINGTON FAIRVIEW GENERAL HOSPITAL,SKOWHEGAN,ME,4976,SOMERSET,2074745121,2.559743359,1.248484848,0,136.0681818
SEBASTICOOK VALLEY HEALTH,PITTSFIELD,ME,4967,SOMERSET,2074875141,-1.451321241,0.428484848,0,-1083.431818
WALDO COUNTY GENERAL HOSPITAL,BELFAST,ME,4915,WALDO,2073382500,1.415142959,-0.091515152,0,2215.818182
CALAIS REGIONAL HOSPITAL,CALAIS,ME,4619,WASHINGTON,2074547521,5.246159959,1.328484848,0,278.5681818
DOWN EAST COMMUNITY HOSPITAL,MACHIAS,ME,4654,WASHINGTON,2072553356,-2.320727241,0.568484848,0,-1527.681818
SOUTHERN MAINE HEALTH CARE,BIDDEFORD,ME,4005,YORK,2072837000,-3.927400891,-3.151515152,0.277770941,-325.1818182
YORK HOSPITAL,YORK,ME,3909,YORK,2073634321,8.524055234,-0.011515152,0.015925941,522.8181818
MUNISING MEMORIAL HOSPITAL,MUNISING,MI,49862,ALGER,9063874110,-1.93689924,1.397709924,0,-1954.572519
ALLEGAN GENERAL HOSPITAL,ALLEGAN,MI,49010,ALLEGAN,2696864101,-1.04802114,1.897709924,0,-341.3225191
MIDMICHIGAN MEDICAL CENTER - ALPENA,ALPENA,MI,49707,ALPENA,9893567390,-2.33317669,-0.102290076,-0.043552411,950.1774809
SAINT MARY'S STANDISH COMMUNITY HOSPITAL,STANDISH,MI,48658,ARENAC,5178464521,0.50994896,0.817709924,0,-817.5725191
BARAGA COUNTY MEMORIAL HOSPITAL,L' ANSE,MI,49946,BARAGA,9065243300,-1.72999584,0.977709924,0,-1079.572519
SPECTRUM HEALTH PENNOCK,HASTINGS,MI,49058,BARRY,2699453451,-0.20344444,0.377709924,0.022190589,-1120.072519
MCLAREN BAY REGION,BAY CITY,MI,48708,BAY,9898943000,-1.228023715,-1.142290076,-0.014355411,958.4274809
PAUL OLIVER MEMORIAL HOSPITAL,FRANKFORT,MI,49635,BENZIE,2313522200,-0.63709074,-1.622290076,0,633.9274809
LAKELAND HOSPITAL WATERVLIET,WATERVLIET,MI,49098,BERRIEN,2694633111,0.10242876,2.017709924,-0.057809411,-364.8225191
"LAKELAND HOSPITAL, ST JOSEPH",ST JOSEPH,MI,49085,BERRIEN,2699838300,-3.97096664,-0.202290076,-0.031382411,-470.3225191
COMMUNITY HEALTH CENTER OF BRANCH COUNTY,COLDWATER,MI,49036,BRANCH,5172795400,-6.450063915,-0.462290076,-0.097023411,-653.8225191
BRONSON BATTLE CREEK HOSPITAL,BATTLE CREEK,MI,49017,CALHOUN,2699668000,-1.37869869,-0.862290076,-0.074766411,682.4274809
OAKLAWN HOSPITAL,MARSHALL,MI,49068,CALHOUN,2697814271,4.49463756,0.317709924,-0.133382411,216.6774809
BORGESS-LEE MEMORIAL HOSPITAL,DOWAGIAC,MI,49047,CASS,2697828681,-0.19873114,2.037709924,0,-1089.072519
MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,CHARLEVOIX,MI,49720,CHARLEVOIX,2315474024,-7.05364824,1.797709924,0,-936.5725191
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,9066354460,-3.64925154,0.717709924,-0.037646411,-796.0725191
MIDMICHIGAN MEDICAL CENTER-CLARE,CLARE,MI,48617,CLARE,9898025000,-4.65076084,0.757709924,-0.062729411,-130.0725191
SPARROW CLINTON HOSPITAL,SAINT JOHNS,MI,48879,CLINTON,9892246881,-2.69659314,1.417709924,0,-638.0725191
MUNSON HEALTHCARE GRAYLING HOSPITAL,GRAYLING,MI,49738,CRAWFORD,9893485461,0.77453446,0.397709924,0.062190589,73.92748092
ST FRANCIS HOSPITAL,ESCANABA,MI,49829,DELTA,9067863311,-2.73996629,1.237709924,-0.137438411,-1276.072519
DICKINSON COUNTY MEMORIAL HOSPITAL,IRON MOUNTAIN,MI,49801,DICKINSON,9067741313,-2.22317559,-0.002290076,-0.003453411,425.4274809
EATON RAPIDS MEDICAL CENTER,EATON RAPIDS,MI,48827,EATON,5176632671,-1.52555054,1.917709924,0,-878.3225191
HAYES GREEN BEACH MEMORIAL HOSPITAL,CHARLOTTE,MI,48813,EATON,5175431050,0.28972576,0.077709924,0,-1566.322519
MCLAREN - NORTHERN MICHIGAN,PETOSKEY,MI,49770,EMMET,2314874000,8.65469506,0.137709924,-0.211638411,-981.0725191
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,GRAND BLANC,MI,48439,GENESEE,8106065000,0.79003926,-1.462290076,0.390393589,118.6774809
HURLEY MEDICAL CENTER,FLINT,MI,48503,GENESEE,8102579000,-1.606018265,-2.262290076,0.692660589,414.4274809
MCLAREN FLINT,FLINT,MI,48532,GENESEE,8103422000,-0.47475479,-1.802290076,0.372819589,1808.427481
MIDMICHIGAN MEDICAL CENTER-GLADWIN,GLADWIN,MI,48624,GLADWIN,9894269286,-0.08495354,0.837709924,0,-1230.822519
ASPIRUS IRONWOOD HOSPITAL,IRONWOOD,MI,49938,GOGEBIC,9069322525,-2.42851924,0.477709924,0,-657.5725191
MUNSON MEDICAL CENTER,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,2319355000,6.386934785,-0.142290076,0.218446589,-1745.822519
MIDMICHIGAN MEDICAL CENTER-GRATIOT,ALMA,MI,48801,GRATIOT,9894631101,-4.210206365,0.377709924,-0.163944411,-371.8225191
HILLSDALE HOSPITAL,HILLSDALE,MI,49242,HILLSDALE,5174374451,-3.339934365,-0.682290076,0.019278589,-207.8225191
ASPIRUS KEWEENAW HOSPITAL,LAURIUM,MI,49913,HOUGHTON,9063376500,-2.13218424,1.017709924,0,-108.0725191
UP HEALTH SYSTEM PORTAGE,HANCOCK,MI,49930,HOUGHTON,9064831000,-10.73363457,0.957709924,-0.004544411,-1152.072519
HARBOR BEACH COMMUNITY HOSPITAL,HARBOR BEACH,MI,48441,HURON,9894793201,-0.63709074,0.097709924,0,633.9274809
HURON MEDICAL CENTER,BAD AXE,MI,48413,HURON,9892699521,3.92596081,-0.582290076,-0.031297411,-958.3225191
SCHEURER HOSPITAL,PIGEON,MI,48755,HURON,9894533223,0.93222516,2.557709924,0,170.9274809
EDWARD W SPARROW HOSPITAL,LANSING,MI,48912,INGHAM,5173641000,-9.381416015,-1.002290076,-0.068547411,109.6774809
MCLAREN GREATER LANSING,LANSING,MI,48910,INGHAM,5179756000,1.87807251,-0.542290076,-0.233183411,-886.0725191
SPARROW IONIA HOSPITAL,IONIA,MI,48846,IONIA,6165274200,-1.10728814,0.717709924,0,-623.8225191
TAWAS ST JOSEPH HOSPITAL,TAWAS CITY,MI,48764,IOSCO,9893629301,-2.131492215,-0.302290076,-0.040812411,392.6774809
"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",IRON RIVER,MI,49935,IRON,9062656121,-4.36364084,1.537709924,0,-888.5725191
MCLAREN CENTRAL MICHIGAN,MOUNT PLEASANT,MI,48858,ISABELLA,9897726700,-0.01102674,-0.442290076,0.007277589,9.177480916
HENRY FORD ALLEGIANCE HEALTH,JACKSON,MI,49201,JACKSON,5177884800,8.253973285,-1.522290076,-0.004332411,73.42748092
BORGESS MEDICAL CENTER,KALAMAZOO,MI,49048,KALAMAZOO,2692267000,-12.17443564,-1.182290076,-0.247983411,-816.3225191
BRONSON METHODIST HOSPITAL,KALAMAZOO,MI,49007,KALAMAZOO,2693416000,-10.36799632,0.597709924,-0.134777411,-1249.572519
KALKASKA MEMORIAL HEALTH CENTER,KALKASKA,MI,49646,KALKASKA,2312587500,-0.63709074,-1.622290076,0,633.9274809
METRO HEALTH HOSPITAL,WYOMING,MI,49519,KENT,6162527200,-0.24274014,0.357709924,0.055480589,-499.3225191
SAINT MARY'S HEALTH CARE,GRAND RAPIDS,MI,49503,KENT,6166855000,-2.70514904,0.637709924,0.122190589,-430.5725191
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,GRAND RAPIDS,MI,49503,KENT,6163911774,2.20229796,0.117709924,-0.097809411,-384.0725191
MCLAREN LAPEER REGION,LAPEER,MI,48446,LAPEER,8106675500,1.72925991,-1.702290076,0.241629589,1344.677481
PROMEDICA BIXBY HOSPITAL,ADRIAN,MI,49221,LENAWEE,5172650900,-2.67262194,-1.262290076,0.082190589,-534.8225191
PROMEDICA HERRICK HOSPITAL,TECUMSEH,MI,49286,LENAWEE,5174243000,-0.45276614,-1.622290076,0,-569.3225191
BRIGHTON HOSPITAL,BRIGHTON,MI,48116,LIVINGSTON,8102271211,-0.63709074,-1.622290076,-0.018417411,633.9274809
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,HOWELL,MI,48843,LIVINGSTON,5175456000,1.557164885,0.157709924,-0.041293411,1069.677481
HELEN NEWBERRY JOY HOSPITAL,NEWBERRY,MI,49868,LUCE,9062939200,-2.86178404,-0.722290076,0,-824.8225191
MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,SAINT IGNACE,MI,49781,MACKINAC,9066438585,-0.24696254,1.877709924,0,-732.5725191
HENRY FORD MACOMB HOSPITAL,CLINTON TOWNSHIP,MI,48038,MACOMB,5862632300,5.536014435,-1.862290076,-0.013581411,1578.927481
MCLAREN MACOMB,MOUNT CLEMENS,MI,48043,MACOMB,5864938000,1.67395001,-1.762290076,0.182565589,-115.5725191
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,WARREN,MI,48091,MACOMB,5864271000,-0.55134074,3.217709924,-0.037809411,633.9274809
ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,WARREN,MI,48093,MACOMB,5865735000,-0.565568765,-2.422290076,0.240854589,1624.927481
MUNSON HEALTHCARE MANISTEE HOSPITAL,MANISTEE,MI,49660,MANISTEE,2313981000,-1.41999794,-0.442290076,-0.047809411,-428.5725191
BELL HOSPITAL,ISHPEMING,MI,49849,MARQUETTE,9064864431,-1.15852754,2.097709924,0,-1077.322519
UP HEALTH SYSTEM - MARQUETTE,MARQUETTE,MI,49855,MARQUETTE,9062289440,-2.82526434,-1.402290076,-0.137809411,-376.5725191
SPECTRUM HEALTH LUDINGTON HOSPITAL,LUDINGTON,MI,49431,MASON,2318432591,-2.67018569,0.117709924,-0.108726411,-510.0725191
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,BIG RAPIDS,MI,49307,MECOSTA,2317968691,2.36809336,0.557709924,-0.022474411,239.9274809
MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,MI,48670,MIDLAND,9898393000,-3.32739444,-0.402290076,0.002260589,-621.0725191
PROMEDICA MONROE REGIONAL HOSPITAL,MONROE,MI,48162,MONROE,7342408400,2.946877285,-1.742290076,-0.047840411,2076.427481
SHERIDAN COMMUNITY HOSPITAL,SHERIDAN,MI,48884,MONTCALM,9892913261,-0.03051344,3.177709924,0,-928.5725191
SPARROW CARSON HOSPITAL,CARSON CITY,MI,48811,MONTCALM,9895843131,-5.16047249,1.157709924,-0.052527411,918.4274809
SPECTRUM HEALTH KELSEY HOSPITAL,LAKEVIEW,MI,48850,MONTCALM,9893527211,0.24395246,-1.622290076,0,-1524.822519
SPECTRUM HEALTH UNITED HOSPITAL,GREENVILLE,MI,48838,MONTCALM,6167544691,2.69996986,1.377709924,-0.017809411,-158.3225191
MERCY HEALTH MUSKEGON,MUSKEGON,MI,49442,MUSKEGON,2317263511,-1.83200634,-1.722290076,0.012190589,552.6774809
SPECTRUM HEALTH GERBER MEMORIAL,FREMONT,MI,49412,NEWAYGO,2319243300,3.65034326,0.717709924,0,182.1774809
ASCENSION CRITTENTON HOSPITAL,ROCHESTER,MI,48307,OAKLAND,2486525000,1.36034806,-0.822290076,-0.137809411,945.6774809
BEAUMONT HOSPITAL - FARMINGTON HILLS,FARMINGTON HILLS,MI,48336,OAKLAND,2484718000,0.760244435,-0.622290076,-0.053757411,1241.927481
"BEAUMONT HOSPITAL, ROYAL OAK",ROYAL OAK,MI,48073,OAKLAND,2488985000,12.12305496,-0.882290076,-0.066514411,1226.677481
"BEAUMONT HOSPITAL, TROY",TROY,MI,48085,OAKLAND,2489648800,14.25395623,-0.502290076,-0.192723411,634.6774809
HENRY FORD WEST BLOOMFIELD HOSPITAL,WEST BLOOMFIELD,MI,48322,OAKLAND,2483251000,2.122609735,-0.002290076,0.293425589,411.4274809
HURON VALLEY-SINAI HOSPITAL,COMMERCE TOWNSHIP,MI,48382,OAKLAND,2489373370,7.05672171,-0.402290076,0.354417589,820.9274809
MCLAREN OAKLAND,PONTIAC,MI,48342,OAKLAND,2483385000,-1.754512765,-1.302290076,0.127173589,488.9274809
OAKLAND REGIONAL HOSPITAL,SOUTHFIELD,MI,48075,OAKLAND,2484235100,-0.63709074,-1.582290076,-0.024974411,1948.427481
PONTIAC GENERAL HOSPITAL,PONTIAC,MI,48341,OAKLAND,2488577200,-0.57584074,-1.422290076,-0.047809411,633.9274809
PROVIDENCE - PROVIDENCE PARK HOSPITAL,SOUTHFIELD,MI,48075,OAKLAND,2488493011,13.51257266,-1.182290076,0.102190589,-745.3225191
ST JOSEPH MERCY OAKLAND,PONTIAC,MI,48341,OAKLAND,2488583000,0.13126716,-0.922290076,-0.137400411,121.6774809
STRAITH HOSPITAL FOR SPECIAL SURGERY,SOUTHFIELD,MI,48033,OAKLAND,2483573360,-0.63709074,-1.622290076,-0.026601411,633.9274809
MERCY HEALTH LAKESHORE CAMPUS,SHELBY,MI,49455,OCEANA,2318612156,-2.48960514,2.617709924,0,-1871.072519
WEST BRANCH REGIONAL MEDICAL CENTER,WEST BRANCH,MI,48661,OGEMAW,9893456366,-2.358283565,0.377709924,0.137788589,-221.0725191
"ASPIRUS ONTONAGON HOSPITAL, INC",ONTONAGON,MI,49953,ONTONAGON,9068848000,-2.63013044,3.337709924,0,-797.0725191
SPECTRUM HEALTH REED CITY HOSPITAL,REED CITY,MI,49677,OSCEOLA,2318323271,-1.67700334,1.077709924,0,-1224.072519
OTSEGO MEMORIAL HOSPITAL,GAYLORD,MI,49735,OTSEGO,9897312100,-4.86838609,0.477709924,-0.120736411,-1603.072519
HOLLAND COMMUNITY HOSPITAL,HOLLAND,MI,49423,OTTAWA,6163925141,7.31093696,1.497709924,-0.164613411,-996.3225191
NORTH OTTAWA COMMUNITY HEALTH SYSTEM,GRAND HAVEN,MI,49417,OTTAWA,6168423600,-1.392700415,0.117709924,-0.004337411,-202.5725191
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,ZEELAND,MI,49464,OTTAWA,6167724644,1.59227676,1.957709924,-0.067128411,-64.57251908
COVENANT MEDICAL CENTER,SAGINAW,MI,48602,SAGINAW,9895834000,0.12040276,-0.342290076,0.441041589,265.6774809
HEALTHSOURCE SAGINAW,SAGINAW,MI,48603,SAGINAW,9897907888,-0.63709074,-1.622290076,-0.018468411,633.9274809
ST MARY'S OF MICHIGAN MEDICAL CENTER,SAGINAW,MI,48601,SAGINAW,9897768000,-6.446031265,-1.022290076,0.263112589,277.4274809
LAKE HURON MEDICAL CENTER,PORT HURON,MI,48060,SAINT CLAIR,8109851500,0.66038041,-1.162290076,-0.245485411,663.4274809
MCLAREN PORT HURON,PORT HURON,MI,48060,SAINT CLAIR,8109875000,-5.81312024,-0.262290076,-0.187809411,-202.0725191
ST JOHN RIVER DISTRICT HOSPITAL,EAST CHINA,MI,48054,SAINT CLAIR,8103297111,-2.945388615,-0.042290076,-0.026046411,823.9274809
STURGIS HOSPITAL,STURGIS,MI,49091,SAINT JOSEPH,2696517824,-4.683572915,-0.882290076,-0.081478411,-558.5725191
THREE RIVERS HEALTH,THREE RIVERS,MI,49093,SAINT JOSEPH,2692739602,-2.91024854,-0.602290076,0.099522589,-930.5725191
DECKERVILLE COMMUNITY HOSPITAL,DECKERVILLE,MI,48427,SANILAC,8103762835,-0.63709074,-0.342290076,0,633.9274809
MARLETTE REGIONAL HOSPITAL,MARLETTE,MI,48453,SANILAC,9896354000,0.66862096,0.017709924,0,-1530.322519
MCKENZIE HEALTH SYSTEM,SANDUSKY,MI,48471,SANILAC,8106483770,-1.94418424,1.717709924,0,-898.5725191
SCHOOLCRAFT MEMORIAL HOSPITAL,MANISTIQUE,MI,49854,SCHOOLCRAFT,9063413200,-3.40777364,2.557709924,0,48.17748092
MEMORIAL HEALTHCARE,OWOSSO,MI,48867,SHIAWASSEE,9897235211,-8.950164365,0.377709924,0.037948589,-263.3225191
CARO COMMUNITY HOSPITAL,CARO,MI,48723,TUSCOLA,9896733141,-1.85024534,1.997709924,0,-619.8225191
HILLS & DALES GENERAL HOSPITAL,CASS CITY,MI,48726,TUSCOLA,9898722121,-1.62758754,1.737709924,0,-353.0725191
