,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #15 Newborns & Other Neonates With Condtn Orig In Perinatal Period,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,23862,100,3.7079141516,2,,,,,,,,,,,,
Age group,<1,23851,99.9539016009,3.7080083857,2,,,,,,,,,,,,
,1-17,*,*,*,*,,,,,,,,,,,,
,18-44,*,*,*,*,,,,,,,,,,,,
,45-64,*,*,*,*,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,12202,51.135696924,3.7704918033,2,,,,,,,,,,,,
,Female,11650,48.8223954404,3.6398763524,2,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #16 Diseases & Disorders Of Blood, Blood Forming Organs, Immunolog Disord",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,1650,100,3.8793939394,3,,,,,,,,,,,,
Age group,<1,25,1.5151515152,6.8,3,,,,,,,,,,,,
,1-17,186,11.2727272727,3.8440860215,3,,,,,,,,,,,,
,18-44,300,18.1818181818,4.0633333333,3,,,,,,,,,,,,
,45-64,421,25.5151515152,3.7862232779,3,,,,,,,,,,,,
,65-84,578,35.0303030303,3.8044982699,3,,,,,,,,,,,,
,85+,140,8.4848484848,3.6,3,,,,,,,,,,,,
Sex,Male,746,45.2121212121,4.0241286863,3,,,,,,,,,,,,
,Female,904,54.7878787879,3.7599557522,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #17 Myeloproliferative Diseases & Disorders, Poorly Differentiated Neoplasm",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,1166,100,7.5574614065,4,,,,,,,,,,,,
Age group,<1,12,1.0291595197,5.1666666667,4,,,,,,,,,,,,
,1-17,236,20.2401372213,5.9661016949,3,,,,,,,,,,,,
,18-44,238,20.4116638079,7.9243697479,5,,,,,,,,,,,,
,45-64,341,29.2452830189,8.6246334311,5,,,,,,,,,,,,
,65-84,295,25.3001715266,7.6271186441,5,,,,,,,,,,,,
,85+,44,3.7735849057,6.0227272727,4,,,,,,,,,,,,
Sex,Male,618,53.0017152659,6.7249190939,4,,,,,,,,,,,,
,Female,548,46.9982847341,8.496350365,5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #18 Infectious & Parasitic Diseases, Systemic Or Unspecified Sites",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,10346,100,6.662638956,4,,,,,,,,,,,,
Age group,<1,166,1.6044848251,4.421686747,2,,,,,,,,,,,,
,1-17,210,2.0297699594,6.4095238095,3,,,,,,,,,,,,
,18-44,1844,17.8233133578,6.5005422993,4,,,,,,,,,,,,
,45-64,3169,30.6301952445,7.5105711581,5,,,,,,,,,,,,
,65-84,3855,37.2607771119,6.5527885863,5,,,,,,,,,,,,
,85+,1100,10.6321283588,5.2681818182,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,5061,48.9174560217,7.0401106501,5,,,,,,,,,,,,
,Female,5282,51.0535472646,6.3033516379,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #19 Mental Diseases & Disorders,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,7668,100,7.661666884,5,,,,,,,,,,,,
Age group,<1,*,*,*,*,,,,,,,,,,,,
,1-17,1175,15.3234220136,11.2519148936,7,,,,,,,,,,,,
,18-44,3644,47.5221700574,6.1012623491,5,,,,,,,,,,,,
,45-64,1978,25.7955138237,7.6258847321,6,,,,,,,,,,,,
,65-84,701,9.1418883672,9.9443651926,7,,,,,,,,,,,,
,85+,166,2.1648408972,7.4036144578,6,,,,,,,,,,,,
,Missing,*,*,---,---,,,,,,,,,,,,
Sex,Male,3757,48.9958268127,7.4265175719,5,,,,,,,,,,,,
,Female,3911,51.0041731873,7.8874968039,6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #20 Alcohol/Drug Use & Alcohol/Drug Induced Organic Mental Disorders,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,1896,100,4.2946145723,3,,,,,,,,,,,,
Age group,<1,*,*,*,*,,,,,,,,,,,,
,1-17,18,0.9493670886,4.7222222222,4,,,,,,,,,,,,
,18-44,940,49.5780590717,3.7234042553,2,,,,,,,,,,,,
,45-64,808,42.6160337553,4.7472118959,3,,,,,,,,,,,,
,65-84,118,6.223628692,5.7203389831,4,,,,,,,,,,,,
,85+,*,*,*,*,,,,,,,,,,,,
,Missing,*,*,---,---,,,,,,,,,,,,
Sex,Male,1367,72.0991561181,4.3711566618,3,,,,,,,,,,,,
,Female,529,27.9008438819,4.0965909091,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #21 Injuries, Poisonings & Toxic Effects Of Drugs",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,3223,100,4.7660564691,3,,,,,,,,,,,,
Age group,<1,25,0.7756748371,5.64,3,,,,,,,,,,,,
,1-17,309,9.5873409867,4.5792880259,2,,,,,,,,,,,,
,18-44,1214,37.66677009,3.8072487644,2,,,,,,,,,,,,
,45-64,1025,31.8026683214,5.3385365854,3,,,,,,,,,,,,
,65-84,579,17.9646292274,5.7651122625,3,,,,,,,,,,,,
,85+,71,2.2029165374,5.2535211268,4,,,,,,,,,,,,
Sex,Male,1560,48.4021098356,4.9705128205,3,,,,,,,,,,,,
,Female,1663,51.5978901644,4.5742633794,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #22 Burns,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,209,100,8.5502392344,7,,,,,,,,,,,,
Age group,<1,*,*,*,*,,,,,,,,,,,,
,1-17,44,21.0526315789,6.9545454545,6,,,,,,,,,,,,
,18-44,68,32.5358851675,8.6617647059,8,,,,,,,,,,,,
,45-64,52,24.8803827751,11.9807692308,10,,,,,,,,,,,,
,65-84,29,13.8755980861,5.3793103448,4,,,,,,,,,,,,
,85+,*,*,*,*,,,,,,,,,,,,
Sex,Male,139,66.5071770335,8.4244604317,7,,,,,,,,,,,,
,Female,70,33.4928229665,8.8,7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #23 Factors Influencing Hlth Stat & Othr Contacts With Hlth Servcs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,1815,100,9.2154269972,7,,,,,,,,,,,,
Age group,<1,44,2.4242424242,4.9090909091,2,,,,,,,,,,,,
,1-17,31,1.7079889807,8.064516129,2,,,,,,,,,,,,
,18-44,233,12.8374655647,6.5536480687,3,,,,,,,,,,,,
,45-64,516,28.4297520661,9.6686046512,6,,,,,,,,,,,,
,65-84,729,40.1652892562,9.6255144033,8,,,,,,,,,,,,
,85+,262,14.435261708,10.4083969466,10,,,,,,,,,,,,
Sex,Male,808,44.5179063361,10.2599009901,8,,,,,,,,,,,,
,Female,1004,55.3168044077,8.3954183267,6,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #24 Multiple Significant Trauma,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,619,100,10.6381260097,7,,,,,,,,,,,,
Age group,<1,*,*,*,*,,,,,,,,,,,,
,1-17,52,8.4006462036,11.4423076923,5.5,,,,,,,,,,,,
,18-44,274,44.2649434572,10.5510948905,8,,,,,,,,,,,,
,45-64,154,24.8788368336,11.987012987,8,,,,,,,,,,,,
,65-84,95,15.3473344103,10.0421052632,7,,,,,,,,,,,,
,85+,40,6.4620355412,7.05,5.5,,,,,,,,,,,,
Sex,Male,405,65.4281098546,10.987654321,8,,,,,,,,,,,,
,Female,214,34.5718901454,9.976635514,6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #25 Human Immunodeficiency Virus Infections,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,162,100,9.2345679012,6,,,,,,,,,,,,
Age group,<1,*,*,*,*,,,,,,,,,,,,
,18-44,56,34.5679012346,9.1428571429,5,,,,,,,,,,,,
,45-64,94,58.024691358,9,6,,,,,,,,,,,,
,65-84,*,*,*,*,,,,,,,,,,,,
Sex,Male,141,87.037037037,8.5815602837,6,,,,,,,,,,,,
,Female,21,12.962962963,13.619047619,10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #0 Principal Dx Can Not Be Assigned To Mdc (Invalid Or Pre Mdc) -- Discharge Status,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Discharge status,,,,,,,,,,,,,,,
,,In-hospital deaths: N,In-hospital deaths: %,Routine discharge: N,Routine discharge: %,Another short-term hospital: N,Another short-term hospital: %,"Another institution (nursing home, rehab): N","Another institution (nursing home, rehab): %",Home health care: N,Home health care: %,Discharge Status: Against Medical Advice: N,Discharge Status: Against Medical Advice: %,Missing discharge status: N,Missing discharge status: %,,
All discharges,,*,*,356,75.264271,*,*,41,8.668076,*,*,*,*,11,2.325581,,
Age group,<1,*,*,66,82.5,*,*,*,*,*,*,*,*,*,*,,
,1-17,*,*,24,96,*,*,*,*,*,*,*,*,*,*,,
,18-44,*,*,122,89.705882,*,*,*,*,*,*,*,*,*,*,,
,45-64,*,*,67,77.011494,*,*,*,*,*,*,*,*,*,*,,
,65-84,*,*,53,53,*,*,23,23,*,*,*,*,*,*,,
,85+,*,*,23,52.272727,*,*,*,*,*,*,*,*,*,*,,
,Missing,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
Sex,Male,*,*,147,68.691589,*,*,21,9.813084,*,*,*,*,*,*,,
,Female,*,*,209,80.694981,*,*,20,7.722008,*,*,*,*,*,*,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #1 Diseases & Disorders Of The Nervous System -- Discharge Status,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Discharge status,,,,,,,,,,,,,,,
,,In-hospital deaths: N,In-hospital deaths: %,Routine discharge: N,Routine discharge: %,Another short-term hospital: N,Another short-term hospital: %,"Another institution (nursing home, rehab): N","Another institution (nursing home, rehab): %",Home health care: N,Home health care: %,Discharge Status: Against Medical Advice: N,Discharge Status: Against Medical Advice: %,Missing discharge status: N,Missing discharge status: %,,
All discharges,,353,3.901846,5013,55.410633,314,3.470764,2419,26.738145,848,9.373273,90,0.994805,*,*,,
Age group,<1,*,*,101,90.990991,*,*,*,*,*,*,*,*,*,*,,
,1-17,*,*,513,94.301471,11,2.022059,14,2.573529,*,*,*,*,*,*,,
,18-44,43,2.804958,1182,77.103718,46,3.000652,171,11.154599,39,2.544031,51,3.32681,*,*,,
,45-64,96,3.773585,1536,60.377358,91,3.577044,584,22.955975,202,7.940252,30,1.179245,*,*,,
,65-84,150,4.612546,1423,43.757688,124,3.813038,1133,34.840098,412,12.669127,*,*,*,*,,
,85+,60,5.655042,257,24.222432,37,3.487276,515,48.539114,191,18.001885,*,*,*,*,,
,Missing,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
Sex,Male,224,4.917673,2530,55.543359,178,3.907794,1186,26.037322,375,8.232711,55,1.207464,*,*,,
,Female,129,2.872411,2483,55.288354,135,3.006012,1233,27.45491,473,10.532175,35,0.779336,*,*,,
,Missing,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #2 Diseases & Disorders Of The Eye -- Discharge Status,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Discharge status,,,,,,,,,,,,,,,
,,In-hospital deaths: N,In-hospital deaths: %,Routine discharge: N,Routine discharge: %,Another short-term hospital: N,Another short-term hospital: %,"Another institution (nursing home, rehab): N","Another institution (nursing home, rehab): %",Home health care: N,Home health care: %,Discharge Status: Against Medical Advice: N,Discharge Status: Against Medical Advice: %,Missing discharge status: N,Missing discharge status: %,,
All discharges,,*,*,136,85,*,*,*,*,*,*,*,*,*,*,,
Age group,<1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
,1-17,*,*,30,90.909091,*,*,*,*,*,*,*,*,*,*,,
,18-44,*,*,37,86.046512,*,*,*,*,*,*,*,*,*,*,,
,45-64,*,*,40,90.909091,*,*,*,*,*,*,*,*,*,*,,
,65-84,*,*,24,77.419355,*,*,*,*,*,*,*,*,*,*,,
,85+,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
Sex,Male,*,*,60,84.507042,*,*,*,*,*,*,*,*,*,*,,
,Female,*,*,76,85.393258,*,*,*,*,*,*,*,*,*,*,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #3 Diseases & Disorders Of The Ear, Nose, Mouth & Throat -- Discharge Status",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Discharge status,,,,,,,,,,,,,,,
,,In-hospital deaths: N,In-hospital deaths: %,Routine discharge: N,Routine discharge: %,Another short-term hospital: N,Another short-term hospital: %,"Another institution (nursing home, rehab): N","Another institution (nursing home, rehab): %",Home health care: N,Home health care: %,Discharge Status: Against Medical Advice: N,Discharge Status: Against Medical Advice: %,Missing discharge status: N,Missing discharge status: %,,
All discharges,,*,*,1681,88.427144,24,1.262493,98,5.155181,77,4.0505,16,0.841662,*,*,,
Age group,<1,*,*,180,97.826087,*,*,*,*,*,*,*,*,*,*,,
,1-17,*,*,498,98.031496,*,*,*,*,*,*,*,*,*,*,,
,18-44,*,*,338,91.598916,*,*,12,3.252033,*,*,*,*,*,*,,
,45-64,*,*,355,89.873418,*,*,18,4.556962,16,4.050633,*,*,*,*,,
,65-84,*,*,271,73.045822,*,*,43,11.590297,46,12.398922,*,*,*,*,,
,85+,*,*,39,52.702703,*,*,23,31.081081,11,14.864865,*,*,*,*,,
Sex,Male,*,*,856,87.975334,14,1.438849,54,5.549846,36,3.699897,*,*,*,*,,
,Female,*,*,825,88.900862,*,*,44,4.741379,41,4.418103,*,*,*,*,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  New Mexico,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #4 Diseases & Disorders Of The Respiratory System -- Discharge Status,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Discharge status,,,,,,,,,,,,,,,
,,In-hospital deaths: N,In-hospital deaths: %,Routine discharge: N,Routine discharge: %,Another short-term hospital: N,Another short-term hospital: %,"Another institution (nursing home, rehab): N","Another institution (nursing home, rehab): %",Home health care: N,Home health care: %,Discharge Status: Against Medical Advice: N,Discharge Status: Against Medical Advice: %,Missing discharge status: N,Missing discharge status: %,,
All discharges,,695,3.591546,13396,69.226397,598,3.09028,2489,12.862384,1962,10.139011,190,0.981861,*,*,,
Age group,<1,*,*,890,96.00863,22,2.373247,*,*,*,*,*,*,*,*,,
,1-17,*,*,2558,97.040971,46,1.745068,*,*,12,0.455235,*,*,*,*,,
,18-44,38,1.947719,1599,81.95797,63,3.229113,112,5.740646,67,3.434136,71,3.639159,*,*,,
,45-64,145,2.985382,3565,73.399218,187,3.850113,484,9.964999,387,7.967881,82,1.688285,*,*,,
,65-84,374,5.324601,4045,57.588269,235,3.345672,1275,18.15205,1056,15.034169,31,0.441344,*,*,,
,85+,130,6.676939,731,37.544941,44,2.259887,603,30.970724,433,22.239343,*,*,*,*,,
,Missing,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
Sex,Male,368,3.838131,6739,70.285774,334,3.483521,1164,12.140175,854,8.906967,119,1.241135,*,*,,
,Female,327,3.350067,6655,68.17949,264,2.704641,1325,13.574429,1108,11.351296,71,0.727384,*,*,,
,Missing,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the New Mexico Department of Health and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
